"YEAR","CARRIER","CARRIER_NAME","MANUFACTURE_YEAR","UNIQUE_CARRIER_NAME","AIRCRAFT_STATUS","OPERATING_STATUS","NUMBER_OF_SEATS","MANUFACTURER","AIRCRAFT_TYPE","MODEL","CAPACITY_IN_POUNDS","ACQUISITION_DATE","AIRLINE_ID","UNIQUE_CARRIER",
2020,"0WQ","Avjet Corporation",2002,"Avjet Corporation","b","Y",16,"Boeing","6121","BBJ7377EG",171000,2008-07-18,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2006,"Avjet Corporation","b","Y",13,"Bombardier","6581","GlobalExpress",96000,2012-01-02,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2007,"Avjet Corporation","b","Y",13,"Bombardier","6581","GlobalExpress",99500,2017-11-06,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2014,"Avjet Corporation","b","Y",10,"Dassault-Falcon-2000EXEASy","7741","DASSAULT-FALCON-2000",90700,2020-10-02,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2000,"Avjet Corporation","b","Y",14,"Gulfstream","6411","GA-IV-IV",74600,2019-11-14,21352,"0WQ",
2020,"0WQ","Avjet Corporation",1998,"Avjet Corporation","b","Y",14,"Gulfstream","6411","GIVSP",74600,1999-03-07,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2007,"Avjet Corporation","O","Y",7,"Gulfstream","6511","G150",26100,2008-02-08,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2006,"Avjet Corporation","b","Y",14,"Gulfstream","6671","G550",91000,2009-06-19,21352,"0WQ",
2020,"0WQ","Avjet Corporation",1997,"Avjet Corporation","b","Y",13,"Gulfstream","6671","GV",90500,2014-07-29,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2006,"Avjet Corporation","b","Y",10,"Gulfstream","6671","G550",91000,2015-04-28,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2001,"Avjet Corporation","b","Y",13,"Gulfstream","6671","GA-V-V",90500,2019-01-29,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2016,"Avjet Corporation","b","Y",10,"Gulfstream","6711","G450",74600,2016-07-01,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2010,"Avjet Corporation","b","Y",10,"Gulfstream","6711","G450",74600,2019-11-22,21352,"0WQ",
2020,"0WQ","Avjet Corporation",2019,"Avjet Corporation","b","Y",13,"Gulfstream","7501","G650",99600,2014-02-10,21352,"0WQ",
2020,"1EQ","KaiserAir, Inc.",2001,"KaiserAir, Inc.","a","Y",64,"Boeing","6121","737-700",21274,2009-05-21,21518,"1EQ",
2020,"1EQ","KaiserAir, Inc.",1991,"KaiserAir, Inc.","O","Y",56,"Boeing","6161","737-500",23217,2014-05-31,21518,"1EQ",
2020,"1EQ","KaiserAir, Inc.",2001,"KaiserAir, Inc.","a","Y",68,"Boeing","6141","737-800",30200,2016-06-16,21518,"1EQ",
2020,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","O","Y",9,"AgustaWestland","3931","AW139PSGR",816,2017-10-23,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2008,"Jet Aviation Flight Services, Inc.","O","Y",9,"Bombardier","6091","BD-100-1A10PSGR",816,2020-02-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",14,"Bombardier","6581","BD-700-1A10PSGR",1270,2015-10-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2015,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6581","BD-700-1A10PSGR",1179,2020-01-16,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2018,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6581","BD-700-1A10PSGR",1179,2018-11-27,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2001,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6581","BD-700-1A10PSGR",1179,2020-02-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6881","BD-700-1A11PSGR",1179,2015-11-02,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6881","BD-700-1A11PSGR",1179,2014-03-27,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2010,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6881","BD-700-1A11PSGR",1179,2018-03-13,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2005,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6881","BD-700-1A11PSGR",1179,2020-01-16,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","O","Y",13,"Bombardier","6881","BD-700-1A11PSGR",1179,2015-04-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2006,"Jet Aviation Flight Services, Inc.","O","Y",9,"Cessna","6653","CE-680",816,2020-07-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2006,"Jet Aviation Flight Services, Inc.","O","Y",9,"Cessna","6851","CE-560-560XLSPSGR",816,2011-03-24,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2007,"Jet Aviation Flight Services, Inc.","O","Y",10,"Dassault","6821","DASSAULT-FALCON-2000",907,2020-08-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2004,"Jet Aviation Flight Services, Inc.","O","Y",10,"Dassault","6821","DASSAULT-FALCON-2000",907,2020-03-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2007,"Jet Aviation Flight Services, Inc.","O","Y",10,"Dassault","6821","DASSAULT-FALCON-2000",907,2019-06-26,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2002,"Jet Aviation Flight Services, Inc.","O","Y",12,"Dassault","7701","DASSAULT-FALCON-900E",1089,2019-06-11,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2008,"Jet Aviation Flight Services, Inc.","O","Y",16,"Dassault","7701","DASSAULT-FALCON-900E",1451,2012-10-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2009,"Jet Aviation Flight Services, Inc.","O","Y",15,"Dassault","7751","DASSAULT-FALCON-7XPS",1361,2020-09-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2009,"Jet Aviation Flight Services, Inc.","O","Y",16,"Dassault","7751","DASSAULT-FALCON-7XPS",1451,2010-06-22,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2004,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","6671","GA-V-SPPSGR",1270,2017-07-25,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2007,"Jet Aviation Flight Services, Inc.","O","Y",16,"Gulfstream","6671","GA-V-SPPSGR",1451,2016-12-06,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","6671","GA-V-SPPSGR",1270,2015-06-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",1983,"Jet Aviation Flight Services, Inc.","O","Y",16,"Gulfstream","6791","GA-1159-APSGR",1451,2011-07-28,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2000,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","6671","GA-V-SPPSGR",1270,2020-05-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","7501","G-VI-G650ERPSGR",1270,2017-05-18,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","7501","G-VI-G650ERPSGR",1270,2019-11-01,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","7501","GA-VI-VIPSGR",1270,2016-10-31,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",13,"Gulfstream","7501","GA-VI-VIPSGR",1179,2014-02-24,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",14,"Gulfstream","7501","GA-VI-VIPSGR",1270,2017-11-16,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2018,"Jet Aviation Flight Services, Inc.","O","Y",16,"Gulfstream","7501","GA-VI-VIPSGR",1451,2016-06-21,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2005,"Jet Aviation Flight Services, Inc.","O","Y",9,"Hawker","6841","HAWKER-800XP-800XPPS",816,2013-05-17,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2015,"Jet Aviation Flight Services, Inc.","O","Y",8,"Learjet","6861","LR-45-75PSGR",726,2017-08-03,21652,"27Q",
2020,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","O","Y",8,"Sikorsky","3901","SK-76-D",726,2019-09-16,21652,"27Q",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","b","N",50,"Bombardier","6291","CL600-2B19PSGR",20652,2014-04-15,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","b","Y",50,"Bombardier","6291","CL600-2B19PSGR",20544,2014-07-11,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2001,"Elite Airways LLC","b","N",50,"Bombardier","6291","CL600-2B19PSGR",20681,2014-04-17,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","b","N",50,"Bombardier","6291","CL600-2B19PSGR",20594,2014-04-16,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",1993,"Elite Airways LLC","b","N",50,"Bombardier","6291","CL600-2B19PSGR",21264,2012-10-04,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",1993,"Elite Airways LLC","a","Y",50,"Bombardier","6291","CL600-2B19PSGR",20375,2015-05-02,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",1998,"Elite Airways LLC","b","Y",50,"Bombardier","6291","CL600-2B19-PSGR",21138,2017-01-23,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","a","Y",70,"Bombardier","6311","CL600-2C10PSGR",28426,2015-08-01,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","a","N",70,"Bombardier","6311","CL600-2C10PSGR",28689,2015-10-01,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2003,"Elite Airways LLC","a","Y",70,"Bombardier","6311","CL600-2C10PSGR",28428,2016-03-01,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2003,"Elite Airways LLC","b","Y",70,"Bombardier","6311","CL600-2C10PSGR",28458,2016-07-01,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","b","Y",50,"Bombardier","6291","CL600-2B19-PSGR",18606,2018-03-25,21712,"2HQ",
2020,"2HQ","Elite Airways LLC",2001,"Elite Airways LLC","b","Y",70,"Bombardier","6311","CL600-2C10PSGR",30148,2018-11-19,21712,"2HQ",
2020,"2PQ","21 Air LLC",1987,"21 Air LLC","b","Y",0,"BOEING","6252","B767-200-ERSF",88000,2016-10-25,21754,"2PQ",
2020,"2PQ","21 Air LLC",1988,"21 Air LLC","a","Y",0,"BOEING","6252","B767-200-ERSF",88000,2017-09-21,21754,"2PQ",
2020,"34Q","Polaris Aviation Solutions, LLC",1999,"Polaris Aviation Solutions, LLC","O","Y",16,"Boeing","6121","737-75V",4500,2013-09-18,21854,"34Q",
2020,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2007,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","O","Y",100,"Boeing","6121","BoeingB-737-7HJ",30681,2013-01-04,21875,"37Q",
2020,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2008,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","O","Y",100,"Boeing","6121","BoeingB-737-7BD",33787,2019-10-15,21875,"37Q",
2020,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2012,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","O","N",100,"Boeing","6121","BoeingB-737-76N",0,2019-11-15,21875,"37Q",
2020,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2008,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","O","N",100,"Boeing","6121","BoeingB-737-7BD",0,2020-01-03,21875,"37Q",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",18,"Boeing","6121","B-737-7",2023,2020-03-01,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2004,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Bombardier","6091","CHAL-300",1200,2017-01-29,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2009,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Bombardier","6091","CHAL-300",1200,2020-01-15,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2007,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Bombardier","6091","CHAL-300",1200,2017-03-30,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",13,"Bombardier","6581","BD-700",1723,2018-10-02,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",6,"Cessna","6391","CITATNJ",770,2012-03-30,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2006,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Cessna","6471","CE-750X",1369,2017-03-17,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Cessna","6471","CE-750X",1369,2018-05-01,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1996,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Cessna","6471","CE-750X",1369,2019-03-17,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2003,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Cessna","6851","CE-560XL",760,2017-07-26,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1996,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Dassault","7741","FALCON2000",1095,2019-07-09,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1992,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",16,"Gulfstream","6411","G-IV",1480,2019-12-26,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",13,"Gulfstream","6411","G-IV",1480,2016-09-07,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2001,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",16,"Gulfstream","6411","G-IV",1480,2020-01-20,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Gulfstream","6481","G-200",400,2016-11-09,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Gulfstream","6481","G-200",400,2019-09-18,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Gulfstream","6481","G-200",400,2019-08-15,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Gulfstream","6481","G-200",400,2019-12-23,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",9,"Gulfstream","6481","G-200",400,2019-09-20,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2004,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",15,"Gulfstream","6671","G-V",1506,2019-07-28,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2005,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"LearjetInc","6591","LEAR-60",210,2019-07-11,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2010,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Raetheon","4951","HAWK4000",1600,2018-05-21,21974,"3EQ",
2020,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2010,"Scott Aviation, LLC  d/b/a  Silver Air","O","Y",8,"Raetheon","4951","HAWK4000",1600,2020-05-03,21974,"3EQ",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1997,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",9,"Cessna","4163","C-208BCOMBI",2400,2000-10-17,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1995,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",9,"Cessna","4163","C-208BCOMBI",2400,2015-01-02,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1944,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Curtiss","1502","C-46DCARGO",12000,1998-07-31,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1945,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Curtiss","1502","C-46RCARGO",12000,2012-06-01,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1953,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","2162","C-118ACARGO",30000,2010-06-23,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1955,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",2,"Douglas","2162","C-118ACARGO",30000,2012-08-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1955,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2162","C-118ACARGO",30000,1999-01-01,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1958,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","2182","DC-6ACARGO",30000,2003-09-12,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1954,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","2182","DC-6ACARGO",30000,2010-03-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1954,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2182","DC-6ACARGO",30000,2010-09-01,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1957,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2182","DC-6BCARGO",30000,2013-07-01,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1958,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2182","DC-6ACARGO",30000,2013-07-01,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1958,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","2202","DC-6BCARGO",30000,1997-09-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1957,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2202","DC-6BCARGO",30000,2000-08-31,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1957,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","2202","DC-6BCARGO",30000,1995-12-29,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1970,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","6402","DC-9-33FCARGO",30000,2009-06-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1969,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","6402","DC-9-33FCARGO",30000,2009-06-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1969,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",0,"Douglas","6402","DC-9-33FCARGO",30000,2010-08-31,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1967,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","N",0,"Douglas","6402","DC-9-32FCARGO",30000,2009-06-30,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1987,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Douglas","6552","DC-9-82CARGO",45000,2014-06-15,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1996,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Douglas","6552","DC-9-82CARGO",45000,2018-02-23,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1992,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Douglas","6552","DC-9-83CARGO",45000,2016-04-26,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1992,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Douglas","6552","DC-9-83CARGO",45000,2014-04-19,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1988,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Embraer","4612","EMB-120CARGO",8150,2004-08-21,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1988,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","b","Y",0,"Embraer","4612","EMB-120CARGO",8150,2017-12-31,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2006,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",9,"Pilatus","4793","PC-12/47COMBI",2200,2011-03-17,20408,"5V",
2020,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2006,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","O","Y",9,"Pilatus","4793","PC-12/47COMBI",2200,2018-12-31,20408,"5V",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-07-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-09-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-09-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-10-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-10-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","b","Y",0,"Airbus","6912","A300F4-622R",118673,2000-11-01,19917,"5X",
2020,"5X","United Parcel Service",2000,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2000-12-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-03-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-04-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-05-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-05-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-06-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-07-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-08-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-08-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-09-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-10-01,19917,"5X",
2020,"5X","United Parcel Service",2001,"United Parcel Service","O","Y",0,"Airbus","6912","A300F4-622R",118673,2001-12-01,19917,"5X",
2020,"5X","United Parcel Service",2002,"United Parcel Service","a","Y",0,"Airbus","6912","A300F4-622R",118673,2002-01-01,19917,"5X",
2020,"5X","United Parcel Service",2002,"United Parcel Service","a","Y",0,"Airbus","6912","A300F4-622R",118673,2002-02-01,19917,"5X",
2020,"5X","United Parcel Service",2002,"United Parcel Service","a","Y",0,"Airbus","6912","A300F4-622R",118673,2002-02-01,19917,"5X",
