,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,OPERATING_STATUS,MANUFACTURER,MODEL,CAPACITY_IN_POUNDS
1543,AA,American Airlines Inc.,2001,Y,BOEING,B737-823,40800
1544,AA,American Airlines Inc.,2001,Y,BOEING,B737-823,40800
1545,AA,American Airlines Inc.,2001,Y,BOEING,B737-823,40800
1546,AA,American Airlines Inc.,2001,Y,BOEING,B737-823,40800
1547,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1548,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1549,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1550,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1551,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1552,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1553,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1554,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1555,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1556,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1557,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1558,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1559,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1560,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1561,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1562,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1563,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1564,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1565,AA,American Airlines Inc.,2000,Y,BOEING,B777-200,108500
1566,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1567,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1568,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1569,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1570,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1571,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1572,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1573,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1574,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1575,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1576,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1577,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1578,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1579,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1580,AA,American Airlines Inc.,2001,Y,BOEING,B777-200,108500
1581,AA,American Airlines Inc.,2002,Y,BOEING,B777-200,108500
1582,AA,American Airlines Inc.,2003,Y,BOEING,B777-200,108500
1583,AA,American Airlines Inc.,2003,Y,BOEING,B777-200,108500
1584,AA,American Airlines Inc.,2006,Y,BOEING,B777-200,108500
1585,AA,American Airlines Inc.,2006,Y,BOEING,B777-200,108500
1586,AA,American Airlines Inc.,2012,Y,BOEING,B777-300,108500
1587,AA,American Airlines Inc.,2012,Y,BOEING,B777-300,108500
1588,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1589,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1590,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1591,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1592,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1593,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1594,AA,American Airlines Inc.,2013,Y,BOEING,B777-300,108500
1595,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1596,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1597,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1598,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1599,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1600,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1601,AA,American Airlines Inc.,2014,Y,BOEING,B777-300,108500
1602,AA,American Airlines Inc.,2015,Y,BOEING,B777-300,108500
1603,AA,American Airlines Inc.,2015,Y,BOEING,B777-300,108500
1604,AA,American Airlines Inc.,2016,Y,BOEING,B777-300,108500
1605,AA,American Airlines Inc.,2016,Y,BOEING,B777-300,108500
1606,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1607,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1608,AA,American Airlines Inc.,1999,Y,BOEING,B777-200,108500
1609,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1610,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1611,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1612,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1613,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1614,AA,American Airlines Inc.,2016,Y,BOEING,B787-8,84600
1615,AA,American Airlines Inc.,2016,Y,BOEING,B787-8,84600
1616,AA,American Airlines Inc.,2016,Y,BOEING,B787-8,84600
1617,AA,American Airlines Inc.,2016,Y,BOEING,B787-8,84600
1618,AA,American Airlines Inc.,2017,Y,BOEING,B787-8,84600
1619,AA,American Airlines Inc.,2017,Y,BOEING,B787-8,84600
1620,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1621,AA,American Airlines Inc.,2017,Y,BOEING,B787-8,84600
1622,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1623,AA,American Airlines Inc.,2016,Y,BOEING,B787-9,84600
1624,AA,American Airlines Inc.,2016,Y,BOEING,B787-9,84600
1625,AA,American Airlines Inc.,2016,Y,BOEING,B787-9,84600
1626,AA,American Airlines Inc.,2016,Y,BOEING,B787-9,84600
1627,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1628,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1629,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1630,AA,American Airlines Inc.,2019,Y,BOEING,B787-9,84600
1631,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1632,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1633,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1634,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1635,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1636,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1637,AA,American Airlines Inc.,2017,Y,BOEING,B787-9,84600
1638,AA,American Airlines Inc.,2018,Y,BOEING,B787-9,84600
1639,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1640,AA,American Airlines Inc.,2019,Y,BOEING,B787-9,84600
1641,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1642,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1643,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1644,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1645,AA,American Airlines Inc.,2015,Y,BOEING,B787-8,84600
1646,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1647,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1648,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1649,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1650,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1651,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1652,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1653,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1654,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1655,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1656,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1657,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1658,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1659,AA,American Airlines Inc.,1999,Y,BOEING,B737-823,40800
1660,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1661,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1662,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1663,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1664,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1665,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1666,AA,American Airlines Inc.,2000,Y,BOEING,B737-823,40800
1750,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,35500
1751,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,34900
1752,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,35700
1753,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,35600
1754,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,35700
1755,AS,Alaska Airlines Inc.,1999,Y,BOEING,B737-790ALLPAX,35600
1756,AS,Alaska Airlines Inc.,2000,Y,BOEING,B737-790ALLPAX,35500
1757,AS,Alaska Airlines Inc.,2000,Y,BOEING,B737-790ALLPAX,35700
1758,AS,Alaska Airlines Inc.,2000,Y,BOEING,B737-790ALLPAX,35600
1759,AS,Alaska Airlines Inc.,2000,Y,BOEING,B737-790ALLPAX,36300
1760,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-990ALLPAX,42881
1761,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-990ALLPAX,42800
1762,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-990ALLPAX,42800
1763,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-990ALLPAX,43100
1764,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-790ALLPAX,35500
1765,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-790ALLPAX,35500
1766,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-790ALLPAX,35500
1767,AS,Alaska Airlines Inc.,2001,Y,BOEING,B737-990ALLPAX,43400
1768,AS,Alaska Airlines Inc.,2002,Y,BOEING,B737-990ALLPAX,43400
1769,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-990ALLPAX,43400
1770,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-990ALLPAX,43400
1771,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-790ALLPAX,35700
1772,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-990ALLPAX,42981
1773,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-990ALLPAX,42982
1774,AS,Alaska Airlines Inc.,2003,Y,BOEING,B737-990ALLPAX,43400
1775,AS,Alaska Airlines Inc.,2004,Y,BOEING,B737-990ALLPAX,43400
1776,AS,Alaska Airlines Inc.,2005,Y,BOEING,B737-890ALLPAX,42380
1777,AS,Alaska Airlines Inc.,2005,Y,BOEING,B737-890ALLPAX,42380
1778,AS,Alaska Airlines Inc.,2005,Y,BOEING,B737-890ALLPAX,42380
1788,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1789,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1790,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1791,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1792,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1793,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1794,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1795,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1796,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1797,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1798,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1799,AS,Alaska Airlines Inc.,2006,Y,BOEING,B737-890ALLPAX,42380
1810,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1811,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1812,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1813,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1814,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1815,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1816,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1817,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1818,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1819,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1820,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1821,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1822,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1823,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1824,AS,Alaska Airlines Inc.,2007,Y,BOEING,B737-890ALLPAX,42380
1832,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1833,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1834,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1835,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1836,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1837,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1838,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1839,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1840,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1841,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1846,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1847,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1848,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1849,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1850,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1851,AS,Alaska Airlines Inc.,2008,Y,BOEING,B737-890ALLPAX,42380
1852,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1853,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1854,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1855,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1856,AS,Alaska Airlines Inc.,2009,Y,BOEING,B737-890ALLPAX,42380
1857,AS,Alaska Airlines Inc.,2010,Y,BOEING,B737-890ALLPAX,42380
1858,AS,Alaska Airlines Inc.,2010,Y,BOEING,B737-890ALLPAX,42380
1859,AS,Alaska Airlines Inc.,2010,Y,BOEING,B737-890ALLPAX,42380
1860,AS,Alaska Airlines Inc.,2010,Y,BOEING,B737-890ALLPAX,42380
1861,AS,Alaska Airlines Inc.,2010,Y,AIRBUS,A320,37189
1862,AS,Alaska Airlines Inc.,2010,Y,AIRBUS,A320,37189
1863,AS,Alaska Airlines Inc.,2011,Y,BOEING,B737-890ALLPAX,42380
1864,AS,Alaska Airlines Inc.,2011,Y,BOEING,B737-890ALLPAX,42380
1865,AS,Alaska Airlines Inc.,2011,Y,BOEING,B737-890ALLPAX,42380
1866,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1867,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1868,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1869,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1870,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1871,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1872,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1873,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1874,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1875,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1876,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1877,AS,Alaska Airlines Inc.,2011,Y,AIRBUS,A320,37189
1878,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-890ALLPAX,42380
1879,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-890ALLPAX,42380
1880,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-890ALLPAX,42380
1881,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-990ERALLPAX,52100
1882,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-990ERALLPAX,52100
1883,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-990ERALLPAX,52100
1884,AS,Alaska Airlines Inc.,2012,Y,BOEING,B737-990ERALLPAX,52100
1885,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1886,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1887,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1888,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1889,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1890,AS,Alaska Airlines Inc.,2012,Y,AIRBUS,A320,37189
1891,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1892,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1893,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1894,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1895,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1896,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1897,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1898,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1899,AS,Alaska Airlines Inc.,2013,Y,BOEING,B737-990ERALLPAX,52100
1900,AS,Alaska Airlines Inc.,2013,Y,AIRBUS,A320,37189
1901,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1902,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1903,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1904,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1905,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1906,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1907,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1908,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1909,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1910,AS,Alaska Airlines Inc.,2014,Y,BOEING,B737-990ERALLPAX,52100
1911,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1912,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1913,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1914,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1915,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1916,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1917,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1918,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1919,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1920,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1921,AS,Alaska Airlines Inc.,2015,Y,BOEING,B737-990ERALLPAX,52100
1927,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1928,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1929,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1930,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1931,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1932,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1933,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1934,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1935,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1936,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1937,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1938,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1939,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1940,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1941,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1942,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1943,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1944,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1945,AS,Alaska Airlines Inc.,2016,Y,BOEING,B737-990ERALLPAX,52100
1951,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1952,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1953,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1954,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1955,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1956,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1957,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1958,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1959,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1960,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1961,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1962,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1963,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1964,AS,Alaska Airlines Inc.,2017,Y,BOEING,B737-990ERALLPAX,52100
1965,AS,Alaska Airlines Inc.,2017,Y,AIRBUS,A321Neo,50369
1966,AS,Alaska Airlines Inc.,2017,Y,AIRBUS,A321Neo,50369
1967,AS,Alaska Airlines Inc.,2017,Y,AIRBUS,A321Neo,50369
1968,AS,Alaska Airlines Inc.,2017,Y,AIRBUS,A321Neo,50369
1969,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1970,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1971,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1972,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1973,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1974,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1975,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1976,AS,Alaska Airlines Inc.,2018,Y,BOEING,B737-990ERALLPAX,52100
1977,AS,Alaska Airlines Inc.,2018,Y,AIRBUS,A321Neo,50369
1978,AS,Alaska Airlines Inc.,2018,Y,AIRBUS,A321Neo,50369
1979,AS,Alaska Airlines Inc.,2018,Y,AIRBUS,A321Neo,50369
1980,AS,Alaska Airlines Inc.,2018,Y,AIRBUS,A321Neo,50369
1981,AS,Alaska Airlines Inc.,2019,Y,BOEING,B737-990ERALLPAX,52100
1982,AS,Alaska Airlines Inc.,2019,Y,BOEING,B737-990ERALLPAX,52100
1983,AS,Alaska Airlines Inc.,2019,Y,BOEING,B737-990ERALLPAX,52100
1984,AS,Alaska Airlines Inc.,2019,Y,BOEING,B737-990ERALLPAX,52100
1985,AS,Alaska Airlines Inc.,2019,Y,AIRBUS,A321Neo,50369
1986,AS,Alaska Airlines Inc.,2019,Y,AIRBUS,A321Neo,50369
1987,B6,JetBlue Airways,2005,Y,EMBRAER,E190-100,26200
1988,B6,JetBlue Airways,2008,Y,EMBRAER,E190-100,26200
1989,B6,JetBlue Airways,2008,Y,EMBRAER,E190-100,26200
1990,B6,JetBlue Airways,2008,Y,EMBRAER,E190-100,26200
1991,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1992,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1993,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1994,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1995,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1996,B6,JetBlue Airways,2009,Y,EMBRAER,E190-100,26200
1997,B6,JetBlue Airways,2010,Y,EMBRAER,E190-100,26200
1998,B6,JetBlue Airways,2010,Y,EMBRAER,E190-100,26200
1999,B6,JetBlue Airways,2010,Y,EMBRAER,E190-100,26200
2000,B6,JetBlue Airways,2010,Y,EMBRAER,E190-100,26200
2001,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2002,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2003,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2004,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2005,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2006,B6,JetBlue Airways,2011,Y,EMBRAER,E190-100,25200
2007,B6,JetBlue Airways,2012,Y,EMBRAER,E190-100,25200
2008,B6,JetBlue Airways,2012,Y,EMBRAER,E190-100,25200
2009,B6,JetBlue Airways,2012,Y,EMBRAER,E190-100,25200
2010,B6,JetBlue Airways,2013,Y,EMBRAER,E190-100,25200
2011,B6,JetBlue Airways,2013,Y,EMBRAER,E190-100,25200
2012,B6,JetBlue Airways,2013,Y,EMBRAER,E190-100,25200
2013,B6,JetBlue Airways,2013,Y,EMBRAER,E190-100,25200
