,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,OPERATING_STATUS,MANUFACTURER,MODEL,CAPACITY_IN_POUNDS
3162,DL,Delta Air Lines Inc.,2017,Y,AIRBUS,A350-941-PSGR,106984
3163,DL,Delta Air Lines Inc.,2018,Y,AIRBUS,A350-941-PSGR,106984
3164,DL,Delta Air Lines Inc.,2018,Y,AIRBUS,A350-941-PSGR,106984
3165,DL,Delta Air Lines Inc.,2018,Y,AIRBUS,A350-941-PSGR,106984
3166,DL,Delta Air Lines Inc.,2018,Y,AIRBUS,A350-941-PSGR,106984
3167,DL,Delta Air Lines Inc.,2018,Y,AIRBUS,A350-941-PSGR,106984
3168,DL,Delta Air Lines Inc.,2019,Y,AIRBUS,A350-941-PSGR,106984
3169,DL,Delta Air Lines Inc.,2019,Y,AIRBUS,A350-941-PSGR,106984
3170,DL,Delta Air Lines Inc.,2020,Y,AIRBUS,A350-941-PSGR,106984
3171,DL,Delta Air Lines Inc.,2020,Y,AIRBUS,A350-941-PSGR,106984
3334,F9,Frontier Airlines Inc.,2002,Y,AIRBUS,319-112,141100
3337,F9,Frontier Airlines Inc.,2005,Y,AIRBUS,319-112,141100
3338,F9,Frontier Airlines Inc.,2005,Y,AIRBUS,319-112,141100
3339,F9,Frontier Airlines Inc.,2006,Y,AIRBUS,319-111,141100
3340,F9,Frontier Airlines Inc.,2008,Y,AIRBUS,320-114,162000
3341,F9,Frontier Airlines Inc.,2008,Y,AIRBUS,320-114,162000
3342,F9,Frontier Airlines Inc.,2010,Y,AIRBUS,320-214,162000
3343,F9,Frontier Airlines Inc.,2010,Y,AIRBUS,320-214,162000
3344,F9,Frontier Airlines Inc.,2010,Y,AIRBUS,320-214,162000
3345,F9,Frontier Airlines Inc.,2011,Y,AIRBUS,320-214,162000
3346,F9,Frontier Airlines Inc.,2011,Y,AIRBUS,320-214,162000
3347,F9,Frontier Airlines Inc.,2011,Y,AIRBUS,320-214,162000
3348,F9,Frontier Airlines Inc.,2011,Y,AIRBUS,320-214,162000
3349,F9,Frontier Airlines Inc.,2013,Y,AIRBUS,320-214,162000
3351,F9,Frontier Airlines Inc.,2014,Y,AIRBUS,A320,162000
3352,F9,Frontier Airlines Inc.,2013,Y,AIRBUS,320-214,162000
3353,F9,Frontier Airlines Inc.,2013,Y,AIRBUS,320-214,162000
3354,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,320-214,162000
3355,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,320-214,162000
3356,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3357,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3358,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3359,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3360,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3361,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-214,162000
3362,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-214,162000
3363,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-214,162000
3364,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-214,162000
3365,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-251,162000
3366,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-251,162000
3367,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-251,162000
3368,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,320-211,162000
3369,F9,Frontier Airlines Inc.,2015,Y,AIRBUS,321-211,206000
3370,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3371,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3372,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3373,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3374,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3375,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3376,F9,Frontier Airlines Inc.,2016,Y,AIRBUS,321-211,206000
3377,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3378,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3379,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3380,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3381,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3382,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3383,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3384,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3385,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3386,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3387,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3388,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3389,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3390,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3391,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3392,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3393,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,320-251N,162000
3394,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3395,F9,Frontier Airlines Inc.,2017,Y,AIRBUS,321-211,206000
3396,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3397,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3398,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3399,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3400,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3401,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3402,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3403,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3404,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3405,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3406,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3407,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3408,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3409,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3410,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,321-211,206000
3411,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,321-211,206000
3412,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3413,F9,Frontier Airlines Inc.,2018,Y,AIRBUS,320-251N,162000
3414,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3415,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3416,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3417,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3418,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3419,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3420,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3421,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3422,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3423,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3424,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3425,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3426,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3427,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3428,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3429,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3430,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3431,F9,Frontier Airlines Inc.,2019,Y,AIRBUS,320-251N,162000
3432,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3433,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3434,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3435,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3436,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3437,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3438,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3439,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
3440,F9,Frontier Airlines Inc.,2020,Y,AIRBUS,320-251N,162000
4292,HA,Hawaiian Airlines Inc.,2014,Y,AIRBUS,A330-200,100000
4293,HA,Hawaiian Airlines Inc.,2014,Y,AIRBUS,A330-200,100000
4294,HA,Hawaiian Airlines Inc.,2014,Y,AIRBUS,A330-200,100000
4295,HA,Hawaiian Airlines Inc.,2010,Y,AIRBUS,A330-200,100000
4296,HA,Hawaiian Airlines Inc.,2010,Y,AIRBUS,A330-200,100000
4297,HA,Hawaiian Airlines Inc.,2010,Y,AIRBUS,A330-200,100000
4298,HA,Hawaiian Airlines Inc.,2011,Y,AIRBUS,A330-200,100000
4299,HA,Hawaiian Airlines Inc.,2011,Y,AIRBUS,A330-200,100000
4300,HA,Hawaiian Airlines Inc.,2012,Y,AIRBUS,A330-200,100000
4301,HA,Hawaiian Airlines Inc.,2012,Y,AIRBUS,A330-200,100000
4302,HA,Hawaiian Airlines Inc.,2012,Y,AIRBUS,A330-200,100000
4303,HA,Hawaiian Airlines Inc.,2012,Y,AIRBUS,A330-200,100000
4304,HA,Hawaiian Airlines Inc.,2013,Y,AIRBUS,A330-200,100000
4305,HA,Hawaiian Airlines Inc.,2013,Y,AIRBUS,A330-200,100000
4306,HA,Hawaiian Airlines Inc.,2013,Y,AIRBUS,A330-200,100000
4307,HA,Hawaiian Airlines Inc.,2013,Y,AIRBUS,A330-200,100000
4308,HA,Hawaiian Airlines Inc.,2013,Y,AIRBUS,A330-200,100000
4309,HA,Hawaiian Airlines Inc.,2014,Y,AIRBUS,A330-200,100000
4310,HA,Hawaiian Airlines Inc.,2014,Y,AIRBUS,A330-200,100000
4311,HA,Hawaiian Airlines Inc.,2015,Y,AIRBUS,A330-200,100000
4312,HA,Hawaiian Airlines Inc.,2015,Y,AIRBUS,A330-200,100000
4313,HA,Hawaiian Airlines Inc.,2015,Y,AIRBUS,A330-200,100000
4314,HA,Hawaiian Airlines Inc.,2016,Y,AIRBUS,A330-200,100000
4315,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4316,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4317,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4318,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4319,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4320,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4321,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4322,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4323,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4324,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4325,HA,Hawaiian Airlines Inc.,2001,Y,BOEING,B717-200,33213
4326,HA,Hawaiian Airlines Inc.,1998,Y,BOEING,B717-200,33213
4327,HA,Hawaiian Airlines Inc.,1998,Y,BOEING,B717-200,33213
4328,HA,Hawaiian Airlines Inc.,2000,Y,BOEING,B717-200,33213
4329,HA,Hawaiian Airlines Inc.,2003,Y,BOEING,B717-200,33213
4330,HA,Hawaiian Airlines Inc.,2004,Y,BOEING,B717-200,33213
4331,HA,Hawaiian Airlines Inc.,2005,Y,BOEING,B717-200,33213
4332,HA,Hawaiian Airlines Inc.,2004,Y,BOEING,B717-200,33213
4333,HA,Hawaiian Airlines Inc.,2004,Y,BOEING,B717-200,33213
4334,HA,Hawaiian Airlines Inc.,2017,Y,AIRBUS,A321-200NEO,46700
4335,HA,Hawaiian Airlines Inc.,2017,Y,AIRBUS,A321-200NEO,46700
4336,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4337,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4338,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4339,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4340,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4341,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4342,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4343,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4344,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4345,HA,Hawaiian Airlines Inc.,2018,Y,AIRBUS,A321-200NEO,46700
4346,HA,Hawaiian Airlines Inc.,2019,Y,AIRBUS,A321-200NEO,46700
4347,HA,Hawaiian Airlines Inc.,2019,Y,AIRBUS,A321-200NEO,46700
4348,HA,Hawaiian Airlines Inc.,2019,Y,AIRBUS,A321-200NEO,46700
4349,HA,Hawaiian Airlines Inc.,2019,Y,AIRBUS,A321-200NEO,46700
4350,HA,Hawaiian Airlines Inc.,2019,Y,AIRBUS,A321-200NEO,46700
4668,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4669,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4670,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4671,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4672,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4673,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4674,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4675,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4676,NK,Spirit Air Lines,2005,Y,AIRBUS,A-319-PSGR,29000
4677,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4678,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4679,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4680,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4681,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4682,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4683,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4684,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4685,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4686,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4687,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4688,NK,Spirit Air Lines,2006,Y,AIRBUS,A-319-PSGR,29000
4689,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4690,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4691,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4692,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4693,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4694,NK,Spirit Air Lines,2007,Y,AIRBUS,A-319-PSGR,29000
4695,NK,Spirit Air Lines,2008,Y,AIRBUS,A-319-PSGR,29000
4696,NK,Spirit Air Lines,2008,Y,AIRBUS,A-319-PSGR,29000
4697,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4698,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4699,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4700,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4701,NK,Spirit Air Lines,2011,Y,AIRBUS,A-320-PSGR,36400
4702,NK,Spirit Air Lines,2011,Y,AIRBUS,A-320-PSGR,36400
4703,NK,Spirit Air Lines,2011,Y,AIRBUS,A-320-PSGR,36400
4704,NK,Spirit Air Lines,2011,Y,AIRBUS,A-320-PSGR,36400
4705,NK,Spirit Air Lines,2011,Y,AIRBUS,A-320-PSGR,36400
4706,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4707,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4708,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4709,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4710,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4711,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4712,NK,Spirit Air Lines,2012,Y,AIRBUS,A-320-PSGR,36400
4713,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4714,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4715,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4716,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4717,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4718,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4719,NK,Spirit Air Lines,2013,Y,AIRBUS,A-320-PSGR,36400
4720,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4721,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4722,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4723,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4724,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4725,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4726,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4727,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4728,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4729,NK,Spirit Air Lines,2014,Y,AIRBUS,A-320-PSGR,36400
4731,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4732,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4733,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4734,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4735,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4736,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4737,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4738,NK,Spirit Air Lines,2015,Y,AIRBUS,A-320-PSGR,36400
4739,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4740,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4741,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4742,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4743,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4744,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4745,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4746,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4747,NK,Spirit Air Lines,2015,Y,AIRBUS,A-321-PSGR,45600
4748,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4749,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4750,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4751,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4752,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4753,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4754,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4755,NK,Spirit Air Lines,2016,Y,AIRBUS,A-321-PSGR,45600
4756,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4757,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4758,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4759,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4760,NK,Spirit Air Lines,2016,Y,AIRBUS,A-320-PSGR,36400
4761,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4762,NK,Spirit Air Lines,2010,Y,AIRBUS,A-319-PSGR,29000
4763,NK,Spirit Air Lines,2010,Y,AIRBUS,A-319-PSGR,29000
4764,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4765,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4766,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4767,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4768,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4769,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4770,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4771,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4772,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4773,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4774,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4775,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4776,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4777,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4778,NK,Spirit Air Lines,2017,Y,AIRBUS,A-321-PSGR,45600
4779,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4781,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4782,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4783,NK,Spirit Air Lines,2018,Y,AIRBUS,A-321-PSGR,45600
4784,NK,Spirit Air Lines,2018,Y,AIRBUS,A-321-PSGR,45600
4785,NK,Spirit Air Lines,2018,Y,AIRBUS,A-321-PSGR,45600
4786,NK,Spirit Air Lines,2018,Y,AIRBUS,A-321-PSGR,45600
4787,NK,Spirit Air Lines,2018,Y,AIRBUS,A-321-PSGR,45600
4788,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4789,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4790,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4791,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4792,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4793,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4794,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4795,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4796,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4797,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4798,NK,Spirit Air Lines,2017,Y,AIRBUS,A-320-PSGR,36400
4799,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4800,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4801,NK,Spirit Air Lines,2018,Y,AIRBUS,A-320-PSGR,36400
4802,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4803,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4804,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4805,NK,Spirit Air Lines,2010,Y,AIRBUS,A-320-PSGR,36400
4806,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4807,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4808,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4809,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4810,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4811,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4812,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4813,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4814,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4815,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4816,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4817,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4818,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4819,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4820,NK,Spirit Air Lines,2019,Y,AIRBUS,A-320-PSGR,36400
4821,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4822,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4823,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4824,NK,Spirit Air Lines,2020,Y,AIRBUS,A-320-PSGR,36400
4976,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4977,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4978,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4979,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4980,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4981,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4982,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4983,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4984,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4985,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4986,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
4987,OO,SkyWest Airlines Inc.,2014,Y,EMBRAER,ERJ-175,84500
