IATA Code,Airline Name,Year,Month,Month Number,Quarter,Total Fuel Consumed (thousands of gallons),Total Cost of Fuel (dollars),Cost per Gallon (dollars),Total Fuel Consumed (thousands of kg) ,CO2 Emissions (thousands of kg)
OO,SkyWest Airlines,2019,January,1,1,"8,150","17,780",2.18,24694.5,77787.675
OO,SkyWest Airlines,2019,February,2,1,"7,503","17,050",2.27,22734.09,71612.3835
OO,SkyWest Airlines,2019,March,3,1,"8,559","20,654",2.41,25933.77,81691.3755
OO,SkyWest Airlines,2019,April,4,2,"8,263","20,297",2.46,25036.89,78866.2035
OO,SkyWest Airlines,2019,May,5,2,"8,838","22,437",2.54,26779.14,84354.291
OO,SkyWest Airlines,2019,June,6,2,"8,915","20,779",2.33,27012.45,85089.2175
OO,SkyWest Airlines,2019,July,7,3,"9,566","21,469",2.24,28984.98,91302.687
OO,SkyWest Airlines,2019,August,8,3,"8,791","21,267",2.42,26636.73,83905.6995
OO,SkyWest Airlines,2019,September,9,3,"8,835","20,314",2.3,26770.05,84325.6575
OO,SkyWest Airlines,2019,October,10,4,"9,278","21,936",2.36,28112.34,88553.871
OO,SkyWest Airlines,2019,November,11,4,"8,528","19,832",2.33,25839.84,81395.496
OO,SkyWest Airlines,2019,December,12,4,"8,960","21,638",2.41,27148.8,85518.72
WN,Southwest Airlines,2010,January,1,1,"110,707","263,646",2.38,335442.21,1056642.962
WN,Southwest Airlines,2010,February,2,1,"98,385","232,684",2.37,298106.55,939035.6325
WN,Southwest Airlines,2010,March,3,1,"120,122","285,021",2.37,363969.66,1146504.429
WN,Southwest Airlines,2010,April,4,2,"119,272","286,486",2.4,361394.16,1138391.604
WN,Southwest Airlines,2010,May,5,2,"125,546","310,942",2.48,380404.38,1198273.797
WN,Southwest Airlines,2010,June,6,2,"126,930","294,300",2.32,384597.9,1211483.385
WN,Southwest Airlines,2010,July,7,3,"130,299","302,289",2.32,394805.97,1243638.806
WN,Southwest Airlines,2010,August,8,3,"126,992","302,269",2.38,384785.76,1212075.144
WN,Southwest Airlines,2010,September,9,3,"117,235","278,409",2.37,355222.05,1118949.458
WN,Southwest Airlines,2010,October,10,4,"122,422","294,790",2.41,370938.66,1168456.779
WN,Southwest Airlines,2010,November,11,4,"118,223","290,225",2.45,358215.69,1128379.424
WN,Southwest Airlines,2010,December,12,4,"120,570","313,448",2.6,365327.1,1150780.365
WN,Southwest Airlines,2011,January,1,1,"118,506","311,076",2.62,359073.18,1131080.517
WN,Southwest Airlines,2011,February,2,1,"106,882","286,083",2.68,323852.46,1020135.249
WN,Southwest Airlines,2011,March,3,1,"130,243","388,635",2.98,394636.29,1243104.314
WN,Southwest Airlines,2011,April,4,2,"128,067","405,490",3.17,388043.01,1222335.482
WN,Southwest Airlines,2011,May,5,2,"131,070","422,417",3.22,397142.1,1250997.615
WN,Southwest Airlines,2011,June,6,2,"134,089","429,056",3.2,406289.67,1279812.461
WN,Southwest Airlines,2011,July,7,3,"137,211","418,218",3.05,415749.33,1309610.39
WN,Southwest Airlines,2011,August,8,3,"131,446","415,625",3.16,398281.38,1254586.347
WN,Southwest Airlines,2011,September,9,3,"121,107","405,860",3.35,366954.21,1155905.762
WN,Southwest Airlines,2011,October,10,4,"126,966","393,304",3.1,384706.98,1211826.987
WN,Southwest Airlines,2011,November,11,4,"119,129","380,345",3.19,360960.87,1137026.741
WN,Southwest Airlines,2011,December,12,4,"122,167","400,801",3.28,370166.01,1166022.932
WN,Southwest Airlines,2012,January,1,1,"116,468","376,354",3.23,352898.04,1111628.826
WN,Southwest Airlines,2012,February,2,1,"112,991","379,447",3.36,342362.73,1078442.6
WN,Southwest Airlines,2012,March,3,1,"130,906","423,754",3.24,396645.18,1249432.317
WN,Southwest Airlines,2012,April,4,2,"156,948","517,147",3.3,475552.44,1497990.186
WN,Southwest Airlines,2012,May,5,2,"162,973","510,931",3.14,493808.19,1555495.799
WN,Southwest Airlines,2012,June,6,2,"164,822","487,157",2.96,499410.66,1573143.579
WN,Southwest Airlines,2012,July,7,3,"170,893","498,512",2.92,517805.79,1631088.239
WN,Southwest Airlines,2012,August,8,3,"162,458","497,717",3.06,492247.74,1550580.381
WN,Southwest Airlines,2012,September,9,3,"144,274","474,627",3.29,437150.22,1377023.193
WN,Southwest Airlines,2012,October,10,4,"151,149","512,450",3.39,457981.47,1442641.631
WN,Southwest Airlines,2012,November,11,4,"143,927","456,390",3.17,436098.81,1373711.252
WN,Southwest Airlines,2012,December,12,4,"148,598","479,859",3.23,450251.94,1418293.611
WN,Southwest Airlines,2013,January,1,1,"140,581","444,847",3.16,425960.43,1341775.355
WN,Southwest Airlines,2013,February,2,1,"130,977","440,516",3.36,396860.31,1250109.977
WN,Southwest Airlines,2013,March,3,1,"160,607","516,869",3.22,486639.21,1532913.512
WN,Southwest Airlines,2013,April,4,2,"156,689","463,022",2.96,474767.67,1495518.161
WN,Southwest Airlines,2013,May,5,2,"159,365","480,724",3.02,482875.95,1521059.243
WN,Southwest Airlines,2013,June,6,2,"162,156","467,340",2.88,491332.68,1547697.942
WN,Southwest Airlines,2013,July,7,3,"167,115","488,562",2.92,506358.45,1595029.118
WN,Southwest Airlines,2013,August,8,3,"157,428","468,336",2.97,477006.84,1502571.546
WN,Southwest Airlines,2013,September,9,3,"141,434","435,749",3.08,428545.02,1349916.813
WN,Southwest Airlines,2013,October,10,4,"149,773","444,989",2.97,453812.19,1429508.399
WN,Southwest Airlines,2013,November,11,4,"140,998","418,427",2.97,427223.94,1345755.411
WN,Southwest Airlines,2013,December,12,4,"151,369","448,512",2.96,458648.07,1444741.421
WN,Southwest Airlines,2014,January,1,1,"135,525","399,403",2.95,410640.75,1293518.363
WN,Southwest Airlines,2014,February,2,1,"127,528","383,879",3.01,386409.84,1217190.996
WN,Southwest Airlines,2014,March,3,1,"159,341","475,165",2.98,482803.23,1520830.175
WN,Southwest Airlines,2014,April,4,2,"153,184","449,062",2.93,464147.52,1462064.688
WN,Southwest Airlines,2014,May,5,2,"155,040","456,766",2.95,469771.2,1479779.28
WN,Southwest Airlines,2014,June,6,2,"161,153","463,254",2.87,488293.59,1538124.809
WN,Southwest Airlines,2014,July,7,3,"167,846","484,935",2.89,508573.38,1602006.147
WN,Southwest Airlines,2014,August,8,3,"154,944","443,872",2.86,469480.32,1478863.008
WN,Southwest Airlines,2014,September,9,3,"142,797","404,105",2.83,432674.91,1362925.967
WN,Southwest Airlines,2014,October,10,4,"149,286","395,409",2.65,452336.58,1424860.227
WN,Southwest Airlines,2014,November,11,4,"147,219","366,725",2.49,446073.57,1405131.746
WN,Southwest Airlines,2014,December,12,4,"146,834","350,417",2.39,444907.02,1401457.113
WN,Southwest Airlines,2015,January,1,1,"143,199","278,641",1.95,433892.97,1366762.856
WN,Southwest Airlines,2015,February,2,1,"128,293","247,634",1.93,388727.79,1224492.539
WN,Southwest Airlines,2015,March,3,1,"162,791","306,044",1.88,493256.73,1553758.7
WN,Southwest Airlines,2015,April,4,2,"160,305","294,147",1.83,485724.15,1530031.073
WN,Southwest Airlines,2015,May,5,2,"163,419","329,110",2.01,495159.57,1559752.646
WN,Southwest Airlines,2015,June,6,2,"168,906","332,387",1.97,511785.18,1612123.317
WN,Southwest Airlines,2015,July,7,3,"177,607","337,287",1.9,538149.21,1695170.012
WN,Southwest Airlines,2015,August,8,3,"164,849","289,834",1.76,499492.47,1573401.281
WN,Southwest Airlines,2015,September,9,3,"150,845","260,708",1.73,457060.35,1439740.103
WN,Southwest Airlines,2015,October,10,4,"157,972","257,752",1.63,478655.16,1507763.754
WN,Southwest Airlines,2015,November,11,4,"158,790","255,554",1.61,481133.7,1515571.155
WN,Southwest Airlines,2015,December,12,4,"163,761","239,223",1.46,496195.83,1563016.865
WN,Southwest Airlines,2016,January,1,1,"154,182","277,287",1.8,467171.46,1471590.099
WN,Southwest Airlines,2016,February,2,1,"145,494","252,888",1.74,440846.82,1388667.483
WN,Southwest Airlines,2016,March,3,1,"172,388","283,544",1.64,522335.64,1645357.266
WN,Southwest Airlines,2016,April,4,2,"165,867","262,365",1.58,502577.01,1583117.582
WN,Southwest Airlines,2016,May,5,2,"170,080","285,224",1.68,515342.4,1623328.56
WN,Southwest Airlines,2016,June,6,2,"176,999","310,304",1.75,536306.97,1689366.956
WN,Southwest Airlines,2016,July,7,3,"181,275","318,785",1.76,549263.25,1730179.238
WN,Southwest Airlines,2016,August,8,3,"171,759","295,569",1.72,520429.77,1639353.776
WN,Southwest Airlines,2016,September,9,3,"159,490","282,938",1.77,483254.7,1522252.305
WN,Southwest Airlines,2016,October,10,4,"164,348","299,839",1.82,497974.44,1568619.486
WN,Southwest Airlines,2016,November,11,4,"163,801","298,110",1.82,496317.03,1563398.645
WN,Southwest Airlines,2016,December,12,4,"170,252","312,431",1.84,515863.56,1624970.214
WN,Southwest Airlines,2017,January,1,1,"163,465","290,811",1.78,495298.95,1560191.693
WN,Southwest Airlines,2017,February,2,1,"146,059","269,082",1.84,442558.77,1394060.126
WN,Southwest Airlines,2017,March,3,1,"177,694","319,283",1.8,538412.82,1696000.383
WN,Southwest Airlines,2017,April,4,2,"176,070","319,190",1.81,533492.1,1680500.115
WN,Southwest Airlines,2017,May,5,2,"176,525","313,284",1.77,534870.75,1684842.863
WN,Southwest Airlines,2017,June,6,2,"182,619","308,375",1.69,553335.57,1743007.046
WN,Southwest Airlines,2017,July,7,3,"188,673","319,611",1.69,571679.19,1800789.449
WN,Southwest Airlines,2017,August,8,3,"178,305","326,729",1.83,540264.15,1701832.073
WN,Southwest Airlines,2017,September,9,3,"154,403","302,643",1.96,467841.09,1473699.434
WN,Southwest Airlines,2017,October,10,4,"165,801","320,963",1.94,502377.03,1582487.645
WN,Southwest Airlines,2017,November,11,4,"165,467","327,536",1.98,501365.01,1579299.782
WN,Southwest Airlines,2017,December,12,4,"169,466","329,539",1.94,513481.98,1617468.237
WN,Southwest Airlines,2018,January,1,1,"162,973","319,314",1.96,493808.19,1555495.799
WN,Southwest Airlines,2018,February,2,1,"146,855","295,452",2.01,444970.65,1401657.548
WN,Southwest Airlines,2018,March,3,1,"179,276","351,123",1.96,543206.28,1711099.782
WN,Southwest Airlines,2018,April,4,2,"176,451","353,689",2,534646.53,1684136.57
WN,Southwest Airlines,2018,May,5,2,"181,645","385,341",2.12,550384.35,1733710.703
WN,Southwest Airlines,2018,June,6,2,"184,788","402,316",2.18,559907.64,1763709.066
WN,Southwest Airlines,2018,July,7,3,"191,804","408,793",2.13,581166.12,1830673.278
WN,Southwest Airlines,2018,August,8,3,"179,272","389,067",2.17,543194.16,1711061.604
WN,Southwest Airlines,2018,September,9,3,"163,979","351,889",2.15,496856.37,1565097.566
WN,Southwest Airlines,2018,October,10,4,"176,692","389,707",2.21,535376.76,1686436.794
WN,Southwest Airlines,2018,November,11,4,"174,941","391,766",2.24,530071.23,1669724.375
WN,Southwest Airlines,2018,December,12,4,"175,645","357,070",2.03,532204.35,1676443.703
WN,Southwest Airlines,2019,January,1,1,"164,667","315,329",1.91,498941.01,1571664.182
WN,Southwest Airlines,2019,February,2,1,"148,568","293,363",1.97,450161.04,1418007.276
WN,Southwest Airlines,2019,March,3,1,"180,169","358,985",1.99,545912.07,1719623.021
WN,Southwest Airlines,2019,April,4,2,"173,333","348,144",2.01,525198.99,1654376.819
WN,Southwest Airlines,2019,May,5,2,"179,821","377,963",2.1,544857.63,1716301.535
WN,Southwest Airlines,2019,June,6,2,"179,030","357,769",2,542460.9,1708751.835
WN,Southwest Airlines,2019,July,7,3,"184,999","368,234",1.99,560546.97,1765722.956
WN,Southwest Airlines,2019,August,8,3,"176,921","346,717",1.96,536070.63,1688622.485
WN,Southwest Airlines,2019,September,9,3,"162,399","319,394",1.97,492068.97,1550017.256
WN,Southwest Airlines,2019,October,10,4,"176,367","349,198",1.98,534392.01,1683334.832
WN,Southwest Airlines,2019,November,11,4,"170,521","341,317",2,516678.63,1627537.685
WN,Southwest Airlines,2019,December,12,4,"179,723","364,234",2.03,544560.69,1715366.174
NK,Spirit Air Lines,2010,January,1,1,"8,035","21,040",2.62,24346.05,76690.0575
NK,Spirit Air Lines,2010,February,2,1,"7,299","13,573",1.86,22115.97,69665.3055
NK,Spirit Air Lines,2010,March,3,1,"8,865","19,243",2.17,26860.95,84611.9925
NK,Spirit Air Lines,2010,April,4,2,"8,771","19,642",2.24,26576.13,83714.8095
NK,Spirit Air Lines,2010,May,5,2,"8,927","24,747",2.77,27048.81,85203.7515
NK,Spirit Air Lines,2010,June,6,2,"7,267","16,306",2.24,22019.01,69359.8815
NK,Spirit Air Lines,2010,July,7,3,"10,076","21,761",2.16,30530.28,96170.382
NK,Spirit Air Lines,2010,August,8,3,"9,899","25,601",2.59,29993.97,94481.0055
NK,Spirit Air Lines,2010,September,9,3,"8,816","16,203",1.84,26712.48,84144.312
NK,Spirit Air Lines,2010,October,10,4,"9,233","23,296",2.52,27975.99,88124.3685
NK,Spirit Air Lines,2010,November,11,4,"9,507","23,004",2.42,28806.21,90739.5615
NK,Spirit Air Lines,2010,December,12,4,"9,933","23,747",2.39,30096.99,94805.5185
NK,Spirit Air Lines,2011,January,1,1,"9,388","24,012",2.56,28445.64,89603.766
NK,Spirit Air Lines,2011,February,2,1,"8,345","23,177",2.78,25285.35,79648.8525
NK,Spirit Air Lines,2011,March,3,1,"8,345","23,177",2.78,25285.35,79648.8525
NK,Spirit Air Lines,2011,April,4,2,"10,404","35,539",3.42,31524.12,99300.978
NK,Spirit Air Lines,2011,May,5,2,"10,519","36,753",3.49,31872.57,100398.5955
NK,Spirit Air Lines,2011,June,6,2,"10,341","35,030",3.39,31333.23,98699.6745
NK,Spirit Air Lines,2011,July,7,3,"11,426","37,689",3.3,34620.78,109055.457
NK,Spirit Air Lines,2011,August,8,3,"11,084","35,785",3.23,33584.52,105791.238
NK,Spirit Air Lines,2011,September,9,3,"9,130","31,510",3.45,27663.9,87141.285
NK,Spirit Air Lines,2011,October,10,4,"9,451","27,652",2.93,28636.53,90205.0695
NK,Spirit Air Lines,2011,November,11,4,"9,772","32,732",3.35,29609.16,93268.854
NK,Spirit Air Lines,2011,December,12,4,"10,729","34,565",3.22,32508.87,102402.9405
NK,Spirit Air Lines,2012,January,1,1,"10,410","32,736",3.14,31542.3,99358.245
NK,Spirit Air Lines,2012,February,2,1,"10,187","33,612",3.3,30866.61,97229.8215
NK,Spirit Air Lines,2012,March,3,1,"12,133","42,377",3.49,36762.99,115803.4185
NK,Spirit Air Lines,2012,April,4,2,"11,811","41,254",3.49,35787.33,112730.0895
NK,Spirit Air Lines,2012,May,5,2,"11,878","43,156",3.63,35990.34,113369.571
NK,Spirit Air Lines,2012,June,6,2,"12,140","35,823",2.95,36784.2,115870.23
NK,Spirit Air Lines,2012,July,7,3,"13,331","39,449",2.96,40392.93,127237.7295
NK,Spirit Air Lines,2012,August,8,3,"13,140","42,257",3.22,39814.2,125414.73
NK,Spirit Air Lines,2012,September,9,3,"11,290","40,281",3.57,34208.7,107757.405
NK,Spirit Air Lines,2012,October,10,4,"11,453","39,797",3.47,34702.59,109313.1585
NK,Spirit Air Lines,2012,November,11,4,"12,147","38,925",3.2,36805.41,115937.0415
NK,Spirit Air Lines,2012,December,12,4,"13,070","42,066",3.22,39602.1,124746.615
NK,Spirit Air Lines,2013,January,1,1,"12,696","41,991",3.31,38468.88,121176.972
NK,Spirit Air Lines,2013,February,2,1,"11,917","41,564",3.49,36108.51,113741.8065
NK,Spirit Air Lines,2013,March,3,1,"14,015","48,110",3.43,42465.45,133766.1675
NK,Spirit Air Lines,2013,April,4,2,"13,666","46,362",3.39,41407.98,130435.137
NK,Spirit Air Lines,2013,May,5,2,"14,324","44,506",3.11,43401.72,136715.418
NK,Spirit Air Lines,2013,June,6,2,"14,693","44,385",3.02,44519.79,140237.3385
NK,Spirit Air Lines,2013,July,7,3,"15,951","48,894",3.07,48331.53,152244.3195
NK,Spirit Air Lines,2013,August,8,3,"15,709","49,109",3.13,47598.27,149934.5505
NK,Spirit Air Lines,2013,September,9,3,"13,862","46,983",3.39,42001.86,132305.859
NK,Spirit Air Lines,2013,October,10,4,"14,337","43,855",3.06,43441.11,136839.4965
NK,Spirit Air Lines,2013,November,11,4,"14,992","45,766",3.05,45425.76,143091.144
NK,Spirit Air Lines,2013,December,12,4,"15,768","50,223",3.19,47777.04,150497.676
NK,Spirit Air Lines,2014,January,1,1,"15,903","50,724",3.19,48186.09,151786.1835
NK,Spirit Air Lines,2014,February,2,1,"14,389","45,845",3.19,43598.67,137335.8105
NK,Spirit Air Lines,2014,March,3,1,"16,385","51,903",3.17,49646.55,156386.6325
NK,Spirit Air Lines,2014,April,4,2,"15,925","49,678",3.12,48252.75,151996.1625
NK,Spirit Air Lines,2014,May,5,2,"16,784","52,571",3.13,50855.52,160194.888
NK,Spirit Air Lines,2014,June,6,2,"16,692","52,603",3.15,50576.76,159316.794
NK,Spirit Air Lines,2014,July,7,3,"17,316","54,172",3.13,52467.48,165272.562
NK,Spirit Air Lines,2014,August,8,3,"18,059","67,342",3.73,54718.77,172364.1255
NK,Spirit Air Lines,2014,September,9,3,"16,311","50,063",3.07,49422.33,155680.3395
NK,Spirit Air Lines,2014,October,10,4,"16,943","47,034",2.78,51337.29,161712.4635
NK,Spirit Air Lines,2014,November,11,4,"17,566","46,836",2.67,53224.98,167658.687
NK,Spirit Air Lines,2014,December,12,4,"18,223","44,027",2.42,55215.69,173929.4235
NK,Spirit Air Lines,2015,January,1,1,"19,041","38,304",2.01,57694.23,181736.8245
NK,Spirit Air Lines,2015,February,2,1,"17,590","28,831",1.64,53297.7,167887.755
NK,Spirit Air Lines,2015,March,3,1,"20,093","45,290",2.25,60881.79,191777.6385
NK,Spirit Air Lines,2015,April,4,2,"20,332","36,495",1.79,61605.96,194058.774
NK,Spirit Air Lines,2015,May,5,2,"21,819","47,929",2.2,66111.57,208251.4455
NK,Spirit Air Lines,2015,June,6,2,"20,923","43,091",2.06,63396.69,199699.5735
NK,Spirit Air Lines,2015,July,7,3,"22,618","42,300",1.87,68532.54,215877.501
NK,Spirit Air Lines,2015,August,8,3,"23,634","39,375",1.67,71611.02,225574.713
NK,Spirit Air Lines,2015,September,9,3,"21,431","34,218",1.6,64935.93,204548.1795
NK,Spirit Air Lines,2015,October,10,4,"21,955","35,805",1.63,66523.65,209549.4975
NK,Spirit Air Lines,2015,November,11,4,"22,066","35,333",1.6,66859.98,210608.937
NK,Spirit Air Lines,2015,December,12,4,"22,447","34,077",1.52,68014.41,214245.3915
NK,Spirit Air Lines,2016,January,1,1,"23,517","29,254",1.24,71256.51,224458.0065
NK,Spirit Air Lines,2016,February,2,1,"21,981","25,893",1.18,66602.43,209797.6545
NK,Spirit Air Lines,2016,March,3,1,"20,051","30,834",1.54,60754.53,191376.7695
NK,Spirit Air Lines,2016,April,4,2,"24,715","32,468",1.31,74886.45,235892.3175
NK,Spirit Air Lines,2016,May,5,2,"26,414","39,436",1.49,80034.42,252108.423
NK,Spirit Air Lines,2016,June,6,2,"25,884","41,287",1.6,78428.52,247049.838
NK,Spirit Air Lines,2016,July,7,3,"26,510","42,443",1.6,80325.3,253024.695
NK,Spirit Air Lines,2016,August,8,3,"27,159","40,968",1.51,82291.77,259219.0755
NK,Spirit Air Lines,2016,September,9,3,"24,619","38,433",1.56,74595.57,234976.0455
NK,Spirit Air Lines,2016,October,10,4,"24,718","41,067",1.66,74895.54,235920.951
NK,Spirit Air Lines,2016,November,11,4,"25,214","39,656",1.57,76398.42,240655.023
NK,Spirit Air Lines,2016,December,12,4,"26,998","45,812",1.7,81803.94,257682.411
NK,Spirit Air Lines,2017,January,1,1,"26,627","46,027",1.73,80679.81,254141.4015
NK,Spirit Air Lines,2017,February,2,1,"24,596","45,333",1.84,74525.88,234756.522
NK,Spirit Air Lines,2017,March,3,1,"27,841","48,421",1.74,84358.23,265728.4245
NK,Spirit Air Lines,2017,April,4,2,"27,726","48,152",1.74,84009.78,264630.807
NK,Spirit Air Lines,2017,May,5,2,"28,240","46,221",1.64,85567.2,269536.68
NK,Spirit Air Lines,2017,June,6,2,"30,742","47,920",1.56,93148.26,293417.019
NK,Spirit Air Lines,2017,July,7,3,"31,994","50,680",1.58,96941.82,305366.733
NK,Spirit Air Lines,2017,August,8,3,"32,149","56,710",1.76,97411.47,306846.1305
NK,Spirit Air Lines,2017,September,9,3,"26,132","50,910",1.95,79179.96,249416.874
NK,Spirit Air Lines,2017,October,10,4,"29,292","55,850",1.91,88754.76,279577.494
NK,Spirit Air Lines,2017,November,11,4,"29,149","57,270",1.96,88321.47,278212.6305
NK,Spirit Air Lines,2017,December,12,4,"30,398","62,085",2.04,92105.94,290133.711
NK,Spirit Air Lines,2018,January,1,1,"31,610","69,563",2.2,95778.3,301701.645
NK,Spirit Air Lines,2018,February,2,1,"29,760","64,842",2.18,90172.8,284044.32
NK,Spirit Air Lines,2018,March,3,1,"33,633","70,241",2.09,101907.99,321010.1685
NK,Spirit Air Lines,2018,April,4,2,"33,992","74,290",2.19,102995.76,324436.644
NK,Spirit Air Lines,2018,May,5,2,"35,522","84,672",2.38,107631.66,339039.729
NK,Spirit Air Lines,2018,June,6,2,"36,630","87,218",2.38,110988.9,349615.035
NK,Spirit Air Lines,2018,July,7,3,"38,797","91,322",2.35,117554.91,370297.9665
NK,Spirit Air Lines,2018,August,8,3,"38,982","91,481",2.35,118115.46,372063.699
NK,Spirit Air Lines,2018,September,9,3,"31,826","76,016",2.39,96432.78,303763.257
NK,Spirit Air Lines,2018,October,10,4,"31,720","79,410",2.5,96111.6,302751.54
NK,Spirit Air Lines,2018,November,11,4,"33,984","78,409",2.31,102971.52,324360.288
NK,Spirit Air Lines,2018,December,12,4,"35,891","71,861",2,108749.73,342561.6495
NK,Spirit Air Lines,2019,January,1,1,"35,863","71,242",1.99,108664.89,342294.4035
NK,Spirit Air Lines,2019,February,2,1,"33,591","71,408",2.13,101780.73,320609.2995
NK,Spirit Air Lines,2019,March,3,1,"40,375","86,986",2.15,122336.25,385359.1875
NK,Spirit Air Lines,2019,April,4,2,"38,671","85,020",2.2,117173.13,369095.3595
NK,Spirit Air Lines,2019,May,5,2,"42,123","94,758",2.25,127632.69,402042.9735
NK,Spirit Air Lines,2019,June,6,2,"41,652","85,227",2.05,126205.56,397547.514
NK,Spirit Air Lines,2019,July,7,3,"43,349","91,576",2.11,131347.47,413744.5305
NK,Spirit Air Lines,2019,August,8,3,"42,825","88,844",2.07,129759.75,408743.2125
NK,Spirit Air Lines,2019,September,9,3,"35,899","73,427",2.05,108773.97,342638.0055
NK,Spirit Air Lines,2019,October,10,4,"37,763","79,878",2.12,114421.89,360428.9535
NK,Spirit Air Lines,2019,November,11,4,"38,789","80,509",2.08,117530.67,370221.6105
NK,Spirit Air Lines,2019,December,12,4,"40,038","84,602",2.11,121315.14,382142.691
UA,United Air Lines,2010,January,1,1,"150,840","318,439",2.11,457045.2,1439692.38
UA,United Air Lines,2010,February,2,1,"132,847","277,446",2.09,402526.41,1267958.192
UA,United Air Lines,2010,March,3,1,"158,736","339,115",2.14,480970.08,1515055.752
UA,United Air Lines,2010,April,4,2,"155,224","347,198",2.24,470328.72,1481535.468
UA,United Air Lines,2010,May,5,2,"169,233","384,506",2.27,512775.99,1615244.369
UA,United Air Lines,2010,June,6,2,"170,942","371,902",2.18,517954.26,1631555.919
UA,United Air Lines,2010,July,7,3,"179,158","387,712",2.16,542848.74,1709973.531
UA,United Air Lines,2010,August,8,3,"177,446","383,844",2.16,537661.38,1693633.347
UA,United Air Lines,2010,September,9,3,"162,831","356,475",2.19,493377.93,1554140.48
UA,United Air Lines,2010,October,10,4,"167,022","377,249",2.26,506076.66,1594141.479
UA,United Air Lines,2010,November,11,4,"152,228","360,888",2.37,461250.84,1452940.146
UA,United Air Lines,2010,December,12,4,"157,421","390,729",2.48,476985.63,1502504.735
UA,United Air Lines,2011,January,1,1,"151,945","394,057",2.59,460393.35,1450239.053
UA,United Air Lines,2011,February,2,1,"135,990","370,658",2.73,412049.7,1297956.555
UA,United Air Lines,2011,March,3,1,"158,168","490,092",3.1,479249.04,1509634.476
UA,United Air Lines,2011,April,4,2,"156,979","512,507",3.26,475646.37,1498286.066
UA,United Air Lines,2011,May,5,2,"162,034","534,419",3.3,490963.02,1546533.513
UA,United Air Lines,2011,June,6,2,"167,656","507,522",3.03,507997.68,1600192.692
UA,United Air Lines,2011,July,7,3,"176,677","555,241",3.14,535331.31,1686293.627
UA,United Air Lines,2011,August,8,3,"173,370","544,007",3.14,525311.1,1654729.965
UA,United Air Lines,2011,September,9,3,"155,282","485,732",3.13,470504.46,1482089.049
UA,United Air Lines,2011,October,10,4,"157,864","481,714",3.05,478327.92,1506732.948
UA,United Air Lines,2011,November,11,4,"139,922","431,260",3.08,423963.66,1335485.529
UA,United Air Lines,2011,December,12,4,"147,367","459,617",3.12,446522.01,1406544.332
UA,United Air Lines,2012,January,1,1,"259,449","795,882",3.07,786130.47,2476310.981
UA,United Air Lines,2012,February,2,1,"248,130","780,385",3.15,751833.9,2368276.785
UA,United Air Lines,2012,March,3,1,"280,902","930,950",3.31,851133.06,2681069.139
UA,United Air Lines,2012,April,4,2,"269,085","888,045",3.3,815327.55,2568281.783
UA,United Air Lines,2012,May,5,2,"286,390","912,376",3.19,867761.7,2733449.355
UA,United Air Lines,2012,June,6,2,"291,939","853,840",2.92,884575.17,2786411.786
UA,United Air Lines,2012,July,7,3,"304,693","860,676",2.82,923219.79,2908142.339
UA,United Air Lines,2012,August,8,3,"298,745","905,586",3.03,905197.35,2851371.653
UA,United Air Lines,2012,September,9,3,"265,474","862,263",3.25,804386.22,2533816.593
UA,United Air Lines,2012,October,10,4,"263,099","849,876",3.23,797189.97,2511148.406
UA,United Air Lines,2012,November,11,4,"241,568","754,158",3.12,731951.04,2305645.776
UA,United Air Lines,2012,December,12,4,"257,339","789,201",3.07,779737.17,2456172.086
UA,United Air Lines,2013,January,1,1,"253,566","787,791",3.11,768304.98,2420160.687
UA,United Air Lines,2013,February,2,1,"226,843","733,540",3.23,687334.29,2165103.014
UA,United Air Lines,2013,March,3,1,"266,700","852,764",3.2,808101,2545518.15
UA,United Air Lines,2013,April,4,2,"262,757","784,225",2.98,796153.71,2507884.187
UA,United Air Lines,2013,May,5,2,"277,543","786,146",2.83,840955.29,2649009.164
UA,United Air Lines,2013,June,6,2,"284,796","801,098",2.81,862931.88,2718235.422
UA,United Air Lines,2013,July,7,3,"294,567","856,356",2.91,892538.01,2811494.732
UA,United Air Lines,2013,August,8,3,"292,745","872,728",2.98,887017.35,2794104.653
UA,United Air Lines,2013,September,9,3,"262,272","802,394",3.06,794684.16,2503255.104
UA,United Air Lines,2013,October,10,4,"268,679","801,471",2.98,814097.37,2564406.716
UA,United Air Lines,2013,November,11,4,"248,373","732,026",2.95,752570.19,2370596.099
UA,United Air Lines,2013,December,12,4,"257,601","770,831",2.99,780531.03,2458672.745
UA,United Air Lines,2014,January,1,1,"246,576","747,869",3.03,747125.28,2353444.632
UA,United Air Lines,2014,February,2,1,"225,968","680,980",3.01,684683.04,2156751.576
UA,United Air Lines,2014,March,3,1,"271,563","816,224",3.01,822835.89,2591933.054
UA,United Air Lines,2014,April,4,2,"256,079","762,266",2.98,775919.37,2444146.016
UA,United Air Lines,2014,May,5,2,"278,506","827,216",2.97,843873.18,2658200.517
UA,United Air Lines,2014,June,6,2,"285,323","842,080",2.95,864528.69,2723265.374
UA,United Air Lines,2014,July,7,3,"296,160","870,890",2.94,897364.8,2826699.12
UA,United Air Lines,2014,August,8,3,"288,381","841,512",2.92,873794.43,2752452.455
UA,United Air Lines,2014,September,9,3,"258,477","727,465",2.81,783185.31,2467033.727
