IATA Code,Airline Name,Year,Month,Month Number,Quarter,Total Fuel Consumed (thousands of gallons),Total Cost of Fuel (dollars),Cost per Gallon (dollars),Total Fuel Consumed (thousands of kg) ,CO2 Emissions (thousands of kg)
AS,Alaska Airlines,2010,January,1,1,"24,643","52,404",2.13,74668.29,235205.1135
AS,Alaska Airlines,2010,February,2,1,"21,984","44,874",2.04,66611.52,209826.288
AS,Alaska Airlines,2010,March,3,1,"25,472","54,353",2.13,77180.16,243117.504
AS,Alaska Airlines,2010,April,4,2,"24,820","55,864",2.25,75204.6,236894.49
AS,Alaska Airlines,2010,May,5,2,"26,440","59,071",2.23,80113.2,252356.58
AS,Alaska Airlines,2010,June,6,2,"28,067","60,222",2.15,85043.01,267885.4815
AS,Alaska Airlines,2010,July,7,3,"29,768","64,424",2.16,90197.04,284120.676
AS,Alaska Airlines,2010,August,8,3,"29,450","64,212",2.18,89233.5,281085.525
AS,Alaska Airlines,2010,September,9,3,"26,026","56,592",2.17,78858.78,248405.157
AS,Alaska Airlines,2010,October,10,4,"26,975","62,344",2.31,81734.25,257462.8875
AS,Alaska Airlines,2010,November,11,4,"26,748","64,255",2.4,81046.44,255296.286
AS,Alaska Airlines,2010,December,12,4,"28,304","70,794",2.5,85761.12,270147.528
AS,Alaska Airlines,2011,January,1,1,"27,771","84,358",3.04,84146.13,265060.3095
AS,Alaska Airlines,2011,February,2,1,"25,779","82,654",3.21,78110.37,246047.6655
AS,Alaska Airlines,2011,March,3,1,"29,371","104,489",3.56,88994.13,280331.5095
AS,Alaska Airlines,2011,April,4,2,"28,572","108,048",3.78,86573.16,272705.454
AS,Alaska Airlines,2011,May,5,2,"28,494","105,784",3.71,86336.82,271960.983
AS,Alaska Airlines,2011,June,6,2,"29,970","106,943",3.57,90809.1,286048.665
AS,Alaska Airlines,2011,July,7,3,"31,319","108,944",3.48,94896.57,298924.1955
AS,Alaska Airlines,2011,August,8,3,"31,165","106,238",3.41,94429.95,297454.3425
AS,Alaska Airlines,2011,September,9,3,"27,906","95,958",3.44,84555.18,266348.817
AS,Alaska Airlines,2011,October,10,4,"28,231","95,632",3.39,85539.93,269450.7795
AS,Alaska Airlines,2011,November,11,4,"28,078","98,930",3.52,85076.34,267990.471
AS,Alaska Airlines,2011,December,12,4,"29,176","99,196",3.4,88403.28,278470.332
AS,Alaska Airlines,2012,January,1,1,"28,549","98,530",3.45,86503.47,272485.9305
AS,Alaska Airlines,2012,February,2,1,"27,214","97,310",3.58,82458.42,259744.023
AS,Alaska Airlines,2012,March,3,1,"30,552","115,140",3.77,92572.56,291603.564
AS,Alaska Airlines,2012,April,4,2,"29,654","110,410",3.72,89851.62,283032.603
AS,Alaska Airlines,2012,May,5,2,"30,950","109,454",3.54,93778.5,295402.275
AS,Alaska Airlines,2012,June,6,2,"32,479","103,003",3.17,98411.37,309995.8155
AS,Alaska Airlines,2012,July,7,3,"33,664","106,575",3.17,102001.92,321306.048
AS,Alaska Airlines,2012,August,8,3,"33,268","114,720",3.45,100802.04,317526.426
AS,Alaska Airlines,2012,September,9,3,"29,291","107,955",3.69,88751.73,279567.9495
AS,Alaska Airlines,2012,October,10,4,"29,853","109,510",3.67,90454.59,284931.9585
AS,Alaska Airlines,2012,November,11,4,"30,066","104,977",3.49,91099.98,286964.937
AS,Alaska Airlines,2012,December,12,4,"31,584","108,043",3.42,95699.52,301453.488
AS,Alaska Airlines,2013,January,1,1,"31,438","109,042",3.47,95257.14,300059.991
AS,Alaska Airlines,2013,February,2,1,"28,273","104,151",3.68,85667.19,269851.6485
AS,Alaska Airlines,2013,March,3,1,"33,116","115,600",3.49,100341.48,316075.662
AS,Alaska Airlines,2013,April,4,2,"32,206","107,204",3.33,97584.18,307390.167
AS,Alaska Airlines,2013,May,5,2,"32,759","103,334",3.15,99259.77,312668.2755
AS,Alaska Airlines,2013,June,6,2,"34,783","108,918",3.13,105392.49,331986.3435
AS,Alaska Airlines,2013,July,7,3,"36,661","117,999",3.22,111082.83,349910.9145
AS,Alaska Airlines,2013,August,8,3,"36,139","119,744",3.31,109501.17,344928.6855
AS,Alaska Airlines,2013,September,9,3,"30,844","105,299",3.41,93457.32,294390.558
AS,Alaska Airlines,2013,October,10,4,"30,991","103,018",3.32,93902.73,295793.5995
AS,Alaska Airlines,2013,November,11,4,"31,780","103,479",3.26,96293.4,303324.21
AS,Alaska Airlines,2013,December,12,4,"32,874","111,433",3.39,99608.22,313765.893
AS,Alaska Airlines,2014,January,1,1,"32,149","108,244",3.37,97411.47,306846.1305
AS,Alaska Airlines,2014,February,2,1,"29,250","98,142",3.36,88627.5,279176.625
AS,Alaska Airlines,2014,March,3,1,"34,142","111,226",3.26,103450.26,325868.319
AS,Alaska Airlines,2014,April,4,2,"32,648","106,516",3.26,98923.44,311608.836
AS,Alaska Airlines,2014,May,5,2,"33,172","111,868",3.37,100511.16,316610.154
AS,Alaska Airlines,2014,June,6,2,"35,451","118,576",3.34,107416.53,338362.0695
AS,Alaska Airlines,2014,July,7,3,"37,515","123,594",3.29,113670.45,358061.9175
AS,Alaska Airlines,2014,August,8,3,"37,274","122,210",3.28,112940.22,355761.693
AS,Alaska Airlines,2014,September,9,3,"32,504","103,876",3.2,98487.12,310234.428
AS,Alaska Airlines,2014,October,10,4,"32,910","97,422",2.96,99717.3,314109.495
AS,Alaska Airlines,2014,November,11,4,"33,536","93,215",2.78,101614.08,320084.352
AS,Alaska Airlines,2014,December,12,4,"35,780","85,652",2.39,108413.4,341502.21
AS,Alaska Airlines,2015,January,1,1,"34,229","67,839",1.98,103713.87,326698.6905
AS,Alaska Airlines,2015,February,2,1,"31,135","60,952",1.96,94339.05,297168.0075
AS,Alaska Airlines,2015,March,3,1,"37,472","75,297",2.01,113540.16,357651.504
AS,Alaska Airlines,2015,April,4,2,"35,804","70,357",1.97,108486.12,341731.278
AS,Alaska Airlines,2015,May,5,2,"36,345","82,137",2.26,110125.35,346894.8525
AS,Alaska Airlines,2015,June,6,2,"37,317","81,527",2.18,113070.51,356172.1065
AS,Alaska Airlines,2015,July,7,3,"39,014","77,909",2,118212.42,372369.123
AS,Alaska Airlines,2015,August,8,3,"39,145","69,240",1.77,118609.35,373619.4525
AS,Alaska Airlines,2015,September,9,3,"34,833","58,512",1.68,105543.99,332463.5685
AS,Alaska Airlines,2015,October,10,4,"36,362","61,172",1.68,110176.86,347057.109
AS,Alaska Airlines,2015,November,11,4,"37,268","66,082",1.77,112922.04,355704.426
AS,Alaska Airlines,2015,December,12,4,"39,148","57,422",1.47,118618.44,373648.086
AS,Alaska Airlines,2016,January,1,1,"37,578","47,052",1.25,113861.34,358663.221
AS,Alaska Airlines,2016,February,2,1,"35,463","42,099",1.19,107452.89,338476.6035
AS,Alaska Airlines,2016,March,3,1,"39,525","50,265",1.27,119760.75,377246.3625
AS,Alaska Airlines,2016,April,4,2,"38,495","51,662",1.34,116639.85,367415.5275
AS,Alaska Airlines,2016,May,5,2,"39,060","57,642",1.48,118351.8,372808.17
AS,Alaska Airlines,2016,June,6,2,"40,232","65,484",1.63,121902.96,383994.324
AS,Alaska Airlines,2016,July,7,3,"41,608","66,055",1.59,126072.24,397127.556
AS,Alaska Airlines,2016,August,8,3,"41,966","62,279",1.48,127156.98,400544.487
AS,Alaska Airlines,2016,September,9,3,"35,596","55,265",1.55,107855.88,339746.022
AS,Alaska Airlines,2016,October,10,4,"36,349","60,204",1.66,110137.47,346933.0305
AS,Alaska Airlines,2016,November,11,4,"37,442","60,821",1.62,113449.26,357365.169
AS,Alaska Airlines,2016,December,12,4,"40,013","67,976",1.7,121239.39,381904.0785
AS,Alaska Airlines,2017,January,1,1,"39,799","69,749",1.75,120590.97,379861.5555
AS,Alaska Airlines,2017,February,2,1,"35,717","63,944",1.79,108222.51,340900.9065
AS,Alaska Airlines,2017,March,3,1,"42,461","74,846",1.76,128656.83,405269.0145
AS,Alaska Airlines,2017,April,4,2,"41,346","73,135",1.77,125278.38,394626.897
AS,Alaska Airlines,2017,May,5,2,"42,395","71,155",1.68,128456.85,404639.0775
AS,Alaska Airlines,2017,June,6,2,"43,388","70,910",1.63,131465.64,414116.766
AS,Alaska Airlines,2017,July,7,3,"45,045","74,745",1.66,136486.35,429932.0025
AS,Alaska Airlines,2017,August,8,3,"44,611","79,305",1.78,135171.33,425789.6895
AS,Alaska Airlines,2017,September,9,3,"39,285","76,548",1.95,119033.55,374955.6825
AS,Alaska Airlines,2017,October,10,4,"40,380","77,879",1.93,122351.4,385406.91
AS,Alaska Airlines,2017,November,11,4,"40,418","81,650",2.02,122466.54,385769.601
AS,Alaska Airlines,2017,December,12,4,"43,090","88,828",2.06,130562.7,411272.505
AS,Alaska Airlines,2018,January,1,1,"57,967","124,581",2.15,175640.01,553266.0315
AS,Alaska Airlines,2018,February,2,1,"53,154","113,155",2.13,161056.62,507328.353
AS,Alaska Airlines,2018,March,3,1,"61,049","129,356",2.12,184978.47,582682.1805
AS,Alaska Airlines,2018,April,4,2,"60,703","135,968",2.24,183930.09,579379.7835
AS,Alaska Airlines,2018,May,5,2,"63,048","150,704",2.39,191035.44,601761.636
AS,Alaska Airlines,2018,June,6,2,"64,146","152,122",2.37,194362.38,612241.497
AS,Alaska Airlines,2018,July,7,3,"66,556","156,863",2.36,201664.68,635243.742
AS,Alaska Airlines,2018,August,8,3,"65,146","153,987",2.36,197392.38,621785.997
AS,Alaska Airlines,2018,September,9,3,"58,678","125,222",2.13,177794.34,560052.171
AS,Alaska Airlines,2018,October,10,4,"59,448","151,177",2.54,180127.44,567401.436
AS,Alaska Airlines,2018,November,11,4,"58,034","141,766",2.44,175843.02,553905.513
AS,Alaska Airlines,2018,December,12,4,"59,598","127,256",2.14,180581.94,568833.111
AS,Alaska Airlines,2019,January,1,1,"57,004","117,146",2.06,172722.12,544074.678
AS,Alaska Airlines,2019,February,2,1,"51,241","110,282",2.15,155260.23,489069.7245
AS,Alaska Airlines,2019,March,3,1,"60,549","134,509",2.22,183463.47,577909.9305
AS,Alaska Airlines,2019,April,4,2,"59,666","137,085",2.3,180787.98,569482.137
AS,Alaska Airlines,2019,May,5,2,"62,738","151,391",2.41,190096.14,598802.841
AS,Alaska Airlines,2019,June,6,2,"64,492","137,488",2.13,195410.76,615543.894
AS,Alaska Airlines,2019,July,7,3,"67,562","146,694",2.17,204712.86,644845.509
AS,Alaska Airlines,2019,August,8,3,"66,517","139,172",2.09,201546.51,634871.5065
AS,Alaska Airlines,2019,September,9,3,"58,678","125,651",2.14,177794.34,560052.171
AS,Alaska Airlines,2019,October,10,4,"60,317","131,739",2.18,182760.51,575695.6065
AS,Alaska Airlines,2019,November,11,4,"58,625","132,691",2.26,177633.75,559546.3125
AS,Alaska Airlines,2019,December,12,4,"62,580","140,166",2.24,189617.4,597294.81
AA,American Airlines,2010,January,1,1,"205,863","458,325",2.23,623764.89,1964859.404
AA,American Airlines,2010,February,2,1,"181,948","387,850",2.13,551302.44,1736602.686
AA,American Airlines,2010,March,3,1,"209,637","453,740",2.16,635200.11,2000880.347
AA,American Airlines,2010,April,4,2,"199,695","461,076",2.31,605075.85,1905988.928
AA,American Airlines,2010,May,5,2,"216,604","502,741",2.32,656310.12,2067376.878
AA,American Airlines,2010,June,6,2,"212,808","468,629",2.2,644808.24,2031145.956
AA,American Airlines,2010,July,7,3,"224,176","484,993",2.16,679253.28,2139647.832
AA,American Airlines,2010,August,8,3,"217,974","469,746",2.16,660461.22,2080452.843
AA,American Airlines,2010,September,9,3,"202,298","430,058",2.13,612962.94,1930833.261
AA,American Airlines,2010,October,10,4,"206,939","473,080",2.29,627025.17,1975129.286
AA,American Airlines,2010,November,11,4,"197,170","461,743",2.34,597425.1,1881889.065
AA,American Airlines,2010,December,12,4,"204,838","494,025",2.41,620659.14,1955076.291
AA,American Airlines,2011,January,1,1,"205,275","523,656",2.55,621983.25,1959247.238
AA,American Airlines,2011,February,2,1,"181,778","476,603",2.62,550787.34,1734980.121
AA,American Airlines,2011,March,3,1,"208,857","587,609",2.81,632836.71,1993435.637
AA,American Airlines,2011,April,4,2,"205,247","617,436",3.01,621898.41,1958979.992
AA,American Airlines,2011,May,5,2,"209,679","651,076",3.11,635327.37,2001281.216
AA,American Airlines,2011,June,6,2,"211,310","624,399",2.95,640269.3,2016848.295
AA,American Airlines,2011,July,7,3,"221,327","664,682",3,670620.81,2112455.552
AA,American Airlines,2011,August,8,3,"213,198","646,420",3.03,645989.94,2034868.311
AA,American Airlines,2011,September,9,3,"199,086","632,790",3.18,603230.58,1900176.327
AA,American Airlines,2011,October,10,4,"202,063","559,650",2.77,612250.89,1928590.304
AA,American Airlines,2011,November,11,4,"186,189","561,003",3.01,564152.67,1777080.911
AA,American Airlines,2011,December,12,4,"197,745","597,859",3.02,599167.35,1887377.153
AA,American Airlines,2012,January,1,1,"197,968","601,034",3.04,599843.04,1889505.576
AA,American Airlines,2012,February,2,1,"187,986","589,873",3.14,569597.58,1794232.377
AA,American Airlines,2012,March,3,1,"205,582","671,744",3.27,622913.46,1962177.399
AA,American Airlines,2012,April,4,2,"193,929","643,439",3.32,587604.87,1850955.341
AA,American Airlines,2012,May,5,2,"205,531","661,050",3.22,622758.93,1961690.63
AA,American Airlines,2012,June,6,2,"203,670","595,645",2.92,617120.1,1943928.315
AA,American Airlines,2012,July,7,3,"215,238","619,477",2.88,652171.14,2054339.091
AA,American Airlines,2012,August,8,3,"210,077","626,495",2.98,636533.31,2005079.927
AA,American Airlines,2012,September,9,3,"192,138","633,499",3.3,582178.14,1833861.141
AA,American Airlines,2012,October,10,4,"196,849","633,581",3.22,596452.47,1878825.281
AA,American Airlines,2012,November,11,4,"191,059","593,057",3.1,578908.77,1823562.626
AA,American Airlines,2012,December,12,4,"205,567","627,258",3.05,622868.01,1962034.232
AA,American Airlines,2013,January,1,1,"201,399","634,580",3.15,610238.97,1922252.756
AA,American Airlines,2013,February,2,1,"182,666","589,434",3.23,553477.98,1743455.637
AA,American Airlines,2013,March,3,1,"207,138","652,680",3.15,627628.14,1977028.641
AA,American Airlines,2013,April,4,2,"199,329","616,212",3.09,603966.87,1902495.641
AA,American Airlines,2013,May,5,2,"209,547","600,266",2.86,634927.41,2000021.342
AA,American Airlines,2013,June,6,2,"213,247","605,792",2.84,646138.41,2035335.992
AA,American Airlines,2013,July,7,3,"223,795","626,843",2.8,678098.85,2136011.378
AA,American Airlines,2013,August,8,3,"220,803","660,989",2.99,669033.09,2107454.234
AA,American Airlines,2013,September,9,3,"196,749","602,925",3.06,596149.47,1877870.831
AA,American Airlines,2013,October,10,4,"204,918","616,594",3.01,620901.54,1955839.851
AA,American Airlines,2013,November,11,4,"193,729","568,622",2.94,586998.87,1849046.441
AA,American Airlines,2013,December,12,4,"206,317","626,337",3.04,625140.51,1969192.607
AA,American Airlines,2014,January,1,1,"206,077","634,441",3.08,624413.31,1966901.927
AA,American Airlines,2014,February,2,1,"183,652","550,425",3,556465.56,1752866.514
AA,American Airlines,2014,March,3,1,"209,855","632,569",3.01,635860.65,2002961.048
AA,American Airlines,2014,April,4,2,"200,508","599,505",2.99,607539.24,1913748.606
AA,American Airlines,2014,May,5,2,"208,808","610,292",2.92,632688.24,1992967.956
AA,American Airlines,2014,June,6,2,"215,103","635,853",2.96,651762.09,2053050.584
AA,American Airlines,2014,July,7,3,"224,811","659,161",2.93,681177.33,2145708.59
AA,American Airlines,2014,August,8,3,"216,675","619,055",2.86,656525.25,2068054.538
AA,American Airlines,2014,September,9,3,"196,109","558,857",2.85,594210.27,1871762.351
AA,American Airlines,2014,October,10,4,"204,483","543,061",2.66,619583.49,1951687.994
AA,American Airlines,2014,November,11,4,"194,081","481,077",2.48,588065.43,1852406.105
AA,American Airlines,2014,December,12,4,"208,753","454,399",2.18,632521.59,1992443.009
AA,American Airlines,2015,January,1,1,"199,656","350,512",1.76,604957.68,1905616.692
AA,American Airlines,2015,February,2,1,"176,675","309,315",1.75,535325.25,1686274.538
AA,American Airlines,2015,March,3,1,"206,367","368,713",1.79,625292.01,1969669.832
AA,American Airlines,2015,April,4,2,"202,910","351,742",1.73,614817.3,1936674.495
AA,American Airlines,2015,May,5,2,"211,741","395,983",1.87,641575.23,2020961.975
AA,American Airlines,2015,June,6,2,"213,706","398,452",1.86,647529.18,2039716.917
AA,American Airlines,2015,July,7,3,"334,042","579,161",1.73,1012147.26,3188263.869
AA,American Airlines,2015,August,8,3,"326,156","517,492",1.59,988252.68,3112995.942
AA,American Airlines,2015,September,9,3,"291,893","432,280",1.48,884435.79,2785972.739
AA,American Airlines,2015,October,10,4,"297,945","440,296",1.48,902773.35,2843736.053
AA,American Airlines,2015,November,11,4,"276,280","400,648",1.45,837128.4,2636954.46
AA,American Airlines,2015,December,12,4,"298,364","397,724",1.33,904042.92,2847735.198
AA,American Airlines,2016,January,1,1,"281,939","316,442",1.12,854275.17,2690966.786
AA,American Airlines,2016,February,2,1,"266,274","280,796",1.05,806810.22,2541452.193
AA,American Airlines,2016,March,3,1,"296,928","331,434",1.12,899691.84,2834029.296
AA,American Airlines,2016,April,4,2,"291,401","349,915",1.2,882945.03,2781276.845
AA,American Airlines,2016,May,5,2,"312,423","406,837",1.3,946641.69,2981921.324
AA,American Airlines,2016,June,6,2,"324,386","459,147",1.42,982889.58,3096102.177
AA,American Airlines,2016,July,7,3,"337,688","476,110",1.41,1023194.64,3223063.116
AA,American Airlines,2016,August,8,3,"325,383","436,353",1.34,985910.49,3105618.044
AA,American Airlines,2016,September,9,3,"287,183","398,242",1.39,870164.49,2741018.144
AA,American Airlines,2016,October,10,4,"292,210","421,665",1.44,885396.3,2788998.345
AA,American Airlines,2016,November,11,4,"268,279","390,678",1.46,812885.37,2560588.916
AA,American Airlines,2016,December,12,4,"294,200","444,100",1.51,891426,2807991.9
AA,American Airlines,2017,January,1,1,"280,608","439,361",1.57,850242.24,2678263.056
AA,American Airlines,2017,February,2,1,"251,239","404,587",1.61,761254.17,2397950.636
AA,American Airlines,2017,March,3,1,"297,276","469,284",1.58,900746.28,2837350.782
AA,American Airlines,2017,April,4,2,"292,610","461,630",1.58,886608.3,2792816.145
AA,American Airlines,2017,May,5,2,"315,974","482,107",1.53,957401.22,3015813.843
AA,American Airlines,2017,June,6,2,"322,973","466,440",1.44,978608.19,3082615.799
AA,American Airlines,2017,July,7,3,"337,620","491,298",1.46,1022988.6,3222414.09
AA,American Airlines,2017,August,8,3,"330,635","518,310",1.57,1001824.05,3155745.758
AA,American Airlines,2017,September,9,3,"275,705","471,586",1.71,835386.15,2631466.373
AA,American Airlines,2017,October,10,4,"299,679","521,436",1.74,908027.37,2860286.216
AA,American Airlines,2017,November,11,4,"267,580","477,839",1.79,810767.4,2553917.31
AA,American Airlines,2017,December,12,4,"296,008","549,826",1.86,896904.24,2825248.356
AA,American Airlines,2018,January,1,1,"283,037","558,826",1.97,857602.11,2701446.647
AA,American Airlines,2018,February,2,1,"261,261","520,561",1.99,791620.83,2493605.615
AA,American Airlines,2018,March,3,1,"297,835","581,609",1.95,902440.05,2842686.158
AA,American Airlines,2018,April,4,2,"297,054","597,283",2.01,900073.62,2835231.903
AA,American Airlines,2018,May,5,2,"318,071","686,209",2.16,963755.13,3035828.66
AA,American Airlines,2018,June,6,2,"326,665","714,233",2.19,989794.95,3117854.093
AA,American Airlines,2018,July,7,3,"340,179","733,757",2.16,1030742.37,3246838.466
AA,American Airlines,2018,August,8,3,"334,372","723,020",2.16,1013147.16,3191413.554
AA,American Airlines,2018,September,9,3,"301,694","665,126",2.2,914132.82,2879518.383
AA,American Airlines,2018,October,10,4,"309,097","707,578",2.29,936563.91,2950176.317
AA,American Airlines,2018,November,11,4,"274,594","597,162",2.17,832019.82,2620862.433
AA,American Airlines,2018,December,12,4,"291,022","559,768",1.92,881796.66,2777659.479
AA,American Airlines,2019,January,1,1,"285,909","526,758",1.84,866304.27,2728858.451
AA,American Airlines,2019,February,2,1,"263,721","505,879",1.92,799074.63,2517085.085
AA,American Airlines,2019,March,3,1,"301,174","594,195",1.97,912557.22,2874555.243
AA,American Airlines,2019,April,4,2,"290,512","588,968",2.03,880251.36,2772791.784
AA,American Airlines,2019,May,5,2,"319,379","659,417",2.06,967718.37,3048312.866
AA,American Airlines,2019,June,6,2,"327,022","635,910",1.94,990876.66,3121261.479
AA,American Airlines,2019,July,7,3,"338,192","657,729",1.94,1024721.76,3227873.544
AA,American Airlines,2019,August,8,3,"337,676","645,386",1.91,1023158.28,3222948.582
AA,American Airlines,2019,September,9,3,"303,236","581,043",1.92,918805.08,2894236.002
AA,American Airlines,2019,October,10,4,"308,305","594,190",1.93,934164.15,2942617.073
AA,American Airlines,2019,November,11,4,"281,097","541,216",1.93,851723.91,2682930.317
AA,American Airlines,2019,December,12,4,"303,666","589,290",1.94,920107.98,2898340.137
DL,Delta Air Lines,2010,January,1,1,"233,552","510,625",2.19,707662.56,2229137.064
DL,Delta Air Lines,2010,February,2,1,"210,858","476,442",2.26,638899.74,2012534.181
DL,Delta Air Lines,2010,March,3,1,"248,486","552,845",2.22,752912.58,2371674.627
DL,Delta Air Lines,2010,April,4,2,"236,572","547,579",2.31,716813.16,2257961.454
DL,Delta Air Lines,2010,May,5,2,"259,529","608,059",2.34,786372.87,2477074.541
DL,Delta Air Lines,2010,June,6,2,"282,618","646,506",2.29,856332.54,2697447.501
DL,Delta Air Lines,2010,July,7,3,"298,024","684,458",2.3,903012.72,2844490.068
DL,Delta Air Lines,2010,August,8,3,"293,799","671,891",2.29,890210.97,2804164.556
DL,Delta Air Lines,2010,September,9,3,"260,327","592,269",2.28,788790.81,2484691.052
DL,Delta Air Lines,2010,October,10,4,"262,845","626,756",2.38,796420.35,2508724.103
DL,Delta Air Lines,2010,November,11,4,"240,632","594,303",2.47,729114.96,2296712.124
DL,Delta Air Lines,2010,December,12,4,"249,743","628,541",2.52,756721.29,2383672.064
DL,Delta Air Lines,2011,January,1,1,"246,956","656,934",2.66,748276.68,2357071.542
DL,Delta Air Lines,2011,February,2,1,"224,327","641,699",2.86,679710.81,2141089.052
DL,Delta Air Lines,2011,March,3,1,"266,496","778,263",2.92,807482.88,2543571.072
DL,Delta Air Lines,2011,April,4,2,"254,589","819,265",3.22,771404.67,2429924.711
DL,Delta Air Lines,2011,May,5,2,"264,262","861,330",3.26,800713.86,2522248.659
DL,Delta Air Lines,2011,June,6,2,"285,281","877,428",3.08,864401.43,2722864.505
DL,Delta Air Lines,2011,July,7,3,"304,300","934,688",3.07,922029,2904391.35
DL,Delta Air Lines,2011,August,8,3,"292,674","890,462",3.04,886802.22,2793426.993
DL,Delta Air Lines,2011,September,9,3,"252,886","766,612",3.03,766244.58,2413670.427
DL,Delta Air Lines,2011,October,10,4,"253,652","757,600",2.99,768565.56,2420981.514
DL,Delta Air Lines,2011,November,11,4,"228,764","648,713",2.84,693154.92,2183437.998
DL,Delta Air Lines,2011,December,12,4,"238,893","697,571",2.92,723845.79,2280114.239
DL,Delta Air Lines,2012,January,1,1,"231,042","734,391",3.18,700057.26,2205180.369
DL,Delta Air Lines,2012,February,2,1,"218,206","708,611",3.25,661164.18,2082667.167
DL,Delta Air Lines,2012,March,3,1,"254,911","849,431",3.33,772380.33,2432998.04
DL,Delta Air Lines,2012,April,4,2,"246,848","845,485",3.43,747949.44,2356040.736
DL,Delta Air Lines,2012,May,5,2,"260,664","886,074",3.4,789811.92,2487907.548
DL,Delta Air Lines,2012,June,6,2,"278,870","944,851",3.39,844976.1,2661674.715
DL,Delta Air Lines,2012,July,7,3,"294,583","939,159",3.19,892586.49,2811647.444
DL,Delta Air Lines,2012,August,8,3,"290,979","919,313",3.16,881666.37,2777249.066
DL,Delta Air Lines,2012,September,9,3,"254,747","754,631",2.96,771883.41,2431432.742
DL,Delta Air Lines,2012,October,10,4,"254,487","853,989",3.36,771095.61,2428951.172
DL,Delta Air Lines,2012,November,11,4,"231,469","729,205",3.15,701351.07,2209255.871
DL,Delta Air Lines,2012,December,12,4,"240,242","772,886",3.22,727933.26,2292989.769
DL,Delta Air Lines,2013,January,1,1,"235,648","751,477",3.19,714013.44,2249142.336
DL,Delta Air Lines,2013,February,2,1,"216,422","692,825",3.2,655758.66,2065639.779
DL,Delta Air Lines,2013,March,3,1,"258,536","846,595",3.27,783364.08,2467596.852
DL,Delta Air Lines,2013,April,4,2,"254,412","797,744",3.14,770868.36,2428235.334
DL,Delta Air Lines,2013,May,5,2,"266,522","788,396",2.96,807561.66,2543819.229
DL,Delta Air Lines,2013,June,6,2,"286,753","872,671",3.04,868861.59,2736914.009
DL,Delta Air Lines,2013,July,7,3,"308,356","904,820",2.93,934318.68,2943103.842
DL,Delta Air Lines,2013,August,8,3,"303,465","892,654",2.94,919498.95,2896421.693
DL,Delta Air Lines,2013,September,9,3,"261,714","768,322",2.94,792993.42,2497929.273
DL,Delta Air Lines,2013,October,10,4,"263,650","787,032",2.99,798859.5,2516407.425
DL,Delta Air Lines,2013,November,11,4,"239,104","733,984",3.07,724485.12,2282128.128
DL,Delta Air Lines,2013,December,12,4,"253,992","774,886",3.05,769595.76,2424226.644
DL,Delta Air Lines,2014,January,1,1,"240,287","718,979",2.99,728069.61,2293419.272
DL,Delta Air Lines,2014,February,2,1,"215,608","641,427",2.97,653292.24,2057870.556
DL,Delta Air Lines,2014,March,3,1,"269,565","814,563",3.02,816781.95,2572863.143
DL,Delta Air Lines,2014,April,4,2,"260,527","753,885",2.89,789396.81,2486599.952
DL,Delta Air Lines,2014,May,5,2,"276,111","807,142",2.92,836616.33,2635341.44
DL,Delta Air Lines,2014,June,6,2,"298,228","859,291",2.88,903630.84,2846437.146
DL,Delta Air Lines,2014,July,7,3,"311,813","897,272",2.88,944793.39,2976099.179
DL,Delta Air Lines,2014,August,8,3,"313,390","914,656",2.92,949571.7,2991150.855
DL,Delta Air Lines,2014,September,9,3,"278,151","784,496",2.82,842797.53,2654812.22
DL,Delta Air Lines,2014,October,10,4,"275,703","741,416",2.69,835380.09,2631447.284
DL,Delta Air Lines,2014,November,11,4,"248,316","677,668",2.73,752397.48,2370052.062
DL,Delta Air Lines,2014,December,12,4,"259,833","651,454",2.51,787293.99,2479976.069
DL,Delta Air Lines,2015,January,1,1,"254,534","636,276",2.5,771238.02,2429399.763
DL,Delta Air Lines,2015,February,2,1,"230,558","1,020,494",4.43,698590.74,2200560.831
DL,Delta Air Lines,2015,March,3,1,"280,482","740,812",2.64,849860.46,2677060.449
DL,Delta Air Lines,2015,April,4,2,"275,070","682,504",2.48,833462.1,2625405.615
DL,Delta Air Lines,2015,May,5,2,"291,981","723,972",2.48,884702.43,2786812.655
DL,Delta Air Lines,2015,June,6,2,"308,657","759,994",2.46,935230.71,2945976.737
DL,Delta Air Lines,2015,July,7,3,"327,699","636,656",1.94,992927.97,3127723.106
DL,Delta Air Lines,2015,August,8,3,"328,696","601,141",1.83,995948.88,3137238.972
DL,Delta Air Lines,2015,September,9,3,"281,681","474,164",1.68,853493.43,2688504.305
DL,Delta Air Lines,2015,October,10,4,"275,114","564,773",2.05,833595.42,2625825.573
DL,Delta Air Lines,2015,November,11,4,"250,336","459,208",1.83,758518.08,2389331.952
DL,Delta Air Lines,2015,December,12,4,"263,737","486,070",1.84,799123.11,2517237.797
DL,Delta Air Lines,2016,January,1,1,"257,939","350,819",1.36,781555.17,2461898.786
DL,Delta Air Lines,2016,February,2,1,"242,512","324,988",1.34,734811.36,2314655.784
DL,Delta Air Lines,2016,March,3,1,"279,293","385,211",1.38,846257.79,2665712.039
DL,Delta Air Lines,2016,April,4,2,"277,606","425,697",1.53,841146.18,2649610.467
DL,Delta Air Lines,2016,May,5,2,"298,189","449,216",1.51,903512.67,2846064.911
DL,Delta Air Lines,2016,June,6,2,"312,028","958,080",3.07,945444.84,2978151.246
